Planet Name,Num Stars
Kepler-232 b,1
Kepler-231 c,1
Kepler-231 b,1
Kepler-230 c,1
Kepler-221 e,1
Kepler-222 b,1
Kepler-222 c,1
Kepler-222 d,1
Kepler-223 b,1
Kepler-223 c,1
Kepler-223 d,1
Kepler-223 e,1
Kepler-224 b,1
Kepler-224 c,1
Kepler-224 d,1
Kepler-224 e,1
Kepler-225 b,1
Kepler-225 c,1
Kepler-226 b,1
Kepler-226 c,1
Kepler-226 d,1
Kepler-227 b,1
Kepler-227 c,1
Kepler-228 b,1
Kepler-228 c,1
Kepler-228 d,1
Kepler-229 b,1
Kepler-229 c,1
Kepler-229 d,1
Kepler-23 b,1
Kepler-23 c,1
Kepler-23 d,1
Kepler-230 b,1
Kepler-243 b,1
Kepler-243 c,1
Kepler-244 b,1
Kepler-255 c,1
Kepler-256 b,1
Kepler-256 c,1
Kepler-256 d,1
Kepler-256 e,1
Kepler-257 b,1
Kepler-257 c,1
Kepler-257 d,1
Kepler-258 b,1
Kepler-258 c,1
Kepler-259 b,1
Kepler-259 c,1
Kepler-26 b,1
Kepler-26 c,1
Kepler-26 d,1
Kepler-26 e,1
Kepler-260 b,1
Kepler-260 c,1
Kepler-261 b,1
Kepler-261 c,1
Kepler-262 b,1
Kepler-262 c,1
Kepler-263 b,1
Kepler-263 c,1
Kepler-264 b,1
Kepler-264 c,1
Kepler-265 b,1
Kepler-265 c,1
Kepler-265 d,1
Kepler-265 e,1
Kepler-255 d,1
Kepler-255 b,1
Kepler-244 c,1
Kepler-254 d,1
Kepler-244 d,1
Kepler-245 b,1
Kepler-245 c,1
Kepler-245 d,1
Kepler-245 e,1
Kepler-246 b,1
Kepler-246 c,1
Kepler-247 b,1
Kepler-247 c,1
Kepler-247 d,1
Kepler-248 b,1
Kepler-248 c,1
Kepler-249 b,1
Kepler-249 c,1
Kepler-249 d,1
Kepler-250 b,1
Kepler-250 c,1
Kepler-250 d,1
Kepler-251 b,1
Kepler-251 c,1
Kepler-251 d,1
Kepler-251 e,1
Kepler-252 b,1
Kepler-252 c,1
Kepler-253 b,1
Kepler-253 c,1
Kepler-253 d,1
Kepler-254 b,1
Kepler-254 c,1
Kepler-54 c,1
Kepler-653 c,1
Kepler-540 b,1
OGLE-2017-BLG-0373L b,1
OGLE-2017-BLG-0482L b,1
OGLE-2017-BLG-0604L b,1
OGLE-2017-BLG-1049L b,1
OGLE-2017-BLG-1140L b,1
OGLE-2017-BLG-1375L b,1
OGLE-2017-BLG-1434L b,1
OGLE-2017-BLG-1522L b,1
OGLE-2018-BLG-0567L b,1
OGLE-2018-BLG-0596L b,1
OGLE-2018-BLG-0677L b,1
OGLE-2018-BLG-0740L b,1
OGLE-2018-BLG-0962L b,1
OGLE-2018-BLG-1011L b,1
OGLE-2018-BLG-1011L c,1
OGLE-2018-BLG-1185L b,1
OGLE-2018-BLG-1269L b,1
OGLE-2018-BLG-1428L b,1
OGLE-2019-BLG-0954L b,1
OGLE-TR-10 b,1
OGLE-TR-111 b,1
OGLE-TR-113 b,1
OGLE-TR-132 b,1
OGLE-TR-182 b,1
OGLE-TR-211 b,1
OGLE-TR-56 b,1
OGLE2-TR-L9 b,1
Oph 11 b,1
PDS 70 b,1
PDS 70 c,1
OGLE-2017-BLG-0406L b,1
OGLE-2017-BLG-0173L b,1
Kepler-953 b,1
OGLE-2016-BLG-1227L b,1
OGLE-2011-BLG-0265L b,1
OGLE-2012-BLG-0026L b,1
OGLE-2012-BLG-0026L c,1
OGLE-2012-BLG-0358L b,1
OGLE-2012-BLG-0406L b,1
OGLE-2012-BLG-0563L b,1
OGLE-2012-BLG-0724L b,1
OGLE-2012-BLG-0838L b,1
OGLE-2012-BLG-0950L b,1
OGLE-2013-BLG-0102L b,1
OGLE-2013-BLG-0132L b,1
OGLE-2013-BLG-0911L b,1
OGLE-2013-BLG-1721L b,1
OGLE-2013-BLG-1761L b,1
OGLE-2014-BLG-0124L b,1
OGLE-2014-BLG-0676L b,1
OGLE-2014-BLG-1722L b,1
OGLE-2014-BLG-1722L c,1
OGLE-2014-BLG-1760L b,1
OGLE-2015-BLG-0051L b,1
OGLE-2015-BLG-0954L b,1
OGLE-2015-BLG-0966L b,1
OGLE-2015-BLG-1649L b,1
OGLE-2015-BLG-1670L b,1
OGLE-2015-BLG-1771L b,1
OGLE-2016-BLG-0263L b,1
OGLE-2016-BLG-1067L b,1
OGLE-2016-BLG-1190L b,1
OGLE-2016-BLG-1195L b,1
PH2 b,1
POTS-1 b,1
PSR B0329+54 b,1
PSR B1257+12 b,1
TOI-1260 c,1
TOI-1266 b,1
TOI-1266 c,1
TOI-1278 b,1
TOI-1296 b,1
TOI-1298 b,1
TOI-132 b,1
TOI-1431 b,1
TOI-1444 b,1
TOI-1444 c,1
TOI-1478 b,1
TOI-150.01,1
TOI-1518 b,1
TOI-157 b,1
TOI-1601 b,1
TOI-163 b,1
TOI-1685 b,1
TOI-169 b,1
TOI-172 b,1
TOI-1728 b,1
TOI-1749 b,1
TOI-1749 c,1
TOI-1749 d,1
TOI-178 b,1
TOI-178 c,1
TOI-178 d,1
TOI-178 e,1
TOI-178 f,1
TOI-178 g,1
TOI-1260 b,1
TOI-125 d,1
TOI-125 c,1
Qatar-9 b,1
PSR B1257+12 c,1
PSR B1257+12 d,1
PSR J1719-1438 b,1
PSR J2322-2650 b,1
Pr0201 b,1
Qatar-1 b,1
Qatar-10 b,1
Qatar-2 b,1
Qatar-3 b,1
Qatar-4 b,1
Qatar-5 b,1
Qatar-7 b,1
Qatar-8 b,1
Ross 128 b,1
TOI-125 b,1
SWEEPS-11 b,1
SWEEPS-4 b,1
TAP 26 b,1
TCP J05074264+2447555 b,1
TIC 237913194 b,1
TIC 257060897 b,1
TOI-1062 b,1
TOI-1062 c,1
TOI-1130 b,1
TOI-1130 c,1
TOI-122 b,1
TOI-1231 b,1
TOI-1235 b,1
OGLE-2011-BLG-0251L b,1
OGLE-2011-BLG-0173L b,1
OGLE-2008-BLG-355L b,1
LHS 1678 c,1
Kepler-980 b,1
Kepler-981 b,1
Kepler-982 b,1
Kepler-983 b,1
Kepler-984 b,1
Kepler-985 b,1
Kepler-986 b,1
Kepler-987 b,1
Kepler-988 b,1
Kepler-989 b,1
Kepler-990 b,1
Kepler-990 c,1
Kepler-991 b,1
Kepler-992 b,1
Kepler-993 b,1
Kepler-994 b,1
Kepler-995 b,1
Kepler-996 b,1
Kepler-997 b,1
Kepler-998 b,1
Kepler-999 b,1
L 168-9 b,1
L 98-59 b,1
L 98-59 c,1
L 98-59 d,1
L 98-59 e,1
LHS 1140 b,1
LHS 1140 c,1
LHS 1478 b,1
Kepler-98 b,1
Kepler-979 b,1
Kepler-978 b,1
Kepler-966 b,1
Kepler-954 b,1
Kepler-955 b,1
Kepler-956 b,1
Kepler-957 b,1
Kepler-958 b,1
Kepler-959 b,1
Kepler-96 b,1
Kepler-960 b,1
Kepler-961 b,1
Kepler-962 b,1
Kepler-963 b,1
Kepler-964 b,1
Kepler-965 b,1
Kepler-967 b,1
Kepler-977 b,1
Kepler-967 c,1
Kepler-968 b,1
Kepler-968 c,1
Kepler-969 b,1
Kepler-969 c,1
Kepler-97 b,1
Kepler-97 c,1
Kepler-971 b,1
Kepler-972 b,1
Kepler-973 b,1
Kepler-974 b,1
Kepler-975 b,1
Kepler-976 b,1
LHS 1678 b,1
LHS 1815 b,1
OGLE-2007-BLG-368L b,1
LHS 3844 b,1
MOA-2016-BLG-319L b,1
MOA-bin-1L b,1
MOA-bin-29 b,1
NGC 2682 Sand 364 b,1
NGC 2682 Sand 978 b,1
NGC 2682 YBP 1194 b,1
NGC 2682 YBP 1514 b,1
NGC 2682 YBP 401 b,1
NGTS-1 b,1
NGTS-10 b,1
NGTS-11 b,1
NGTS-12 b,1
NGTS-13 b,1
NGTS-15 b,1
NGTS-16 b,1
NGTS-17 b,1
NGTS-18 b,1
NGTS-2 b,1
NGTS-4 b,1
NGTS-5 b,1
NGTS-6 b,1
NGTS-8 b,1
NGTS-9 b,1
OGLE-2003-BLG-235L b,1
OGLE-2005-BLG-071L b,1
OGLE-2005-BLG-169L b,1
OGLE-2005-BLG-390L b,1
OGLE-2006-BLG-109L b,1
OGLE-2006-BLG-109L c,1
MOA-2016-BLG-227L b,1
MOA-2015-BLG-337L b,1
MOA-2013-BLG-605L b,1
MOA-2009-BLG-266L b,1
LP 714-47 b,1
LP 791-18 b,1
LP 791-18 c,1
LSPM J2116+0234 b,1
LTT 9779 b,1
LkCa 15 b,1
LkCa 15 c,1
Lupus-TR-3 b,1
MASCARA-1 b,1
MOA-2007-BLG-192L b,1
MOA-2007-BLG-400L b,1
MOA-2008-BLG-310L b,1
MOA-2008-BLG-379L b,1
MOA-2009-BLG-319L b,1
MOA-2013-BLG-220L b,1
MOA-2009-BLG-387L b,1
MOA-2010-BLG-073L b,1
MOA-2010-BLG-117L b,1
MOA-2010-BLG-328L b,1
MOA-2010-BLG-353L b,1
MOA-2010-BLG-477L b,1
MOA-2011-BLG-028L b,1
MOA-2011-BLG-262L b,1
MOA-2011-BLG-291L b,1
MOA-2011-BLG-293L b,1
MOA-2011-BLG-322L b,1
MOA-2012-BLG-006L b,1
MOA-2012-BLG-505L b,1
TOI-1789 b,1
TOI-1807 b,1
TOI-1899 b,1
WASP-72 b,1
WASP-4 b,1
WASP-41 b,1
WASP-41 c,1
WASP-42 b,1
WASP-43 b,1
WASP-44 b,1
WASP-46 b,1
WASP-47 b,1
WASP-47 c,1
WASP-47 d,1
WASP-47 e,1
WASP-48 b,1
WASP-5 b,1
WASP-50 b,1
WASP-52 b,1
WASP-53 b,1
WASP-53 c,1
WASP-57 b,1
WASP-59 b,1
WASP-6 b,1
WASP-60 b,1
WASP-61 b,1
WASP-62 b,1
WASP-63 b,1
WASP-65 b,1
WASP-66 b,1
WASP-67 b,1
WASP-69 b,1
WASP-7 b,1
WASP-39 b,1
WASP-38 b,1
WASP-37 b,1
WASP-185 b,1
WASP-17 b,1
WASP-170 b,1
WASP-171 b,1
WASP-172 b,1
WASP-174 b,1
WASP-175 b,1
WASP-176 b,1
WASP-177 b,1
WASP-178 b,1
WASP-181 b,1
WASP-182 b,1
WASP-183 b,1
WASP-184 b,1
WASP-186 b,1
WASP-35 b,1
WASP-187 b,1
WASP-19 b,1
WASP-190 b,1
WASP-192 b,1
WASP-21 b,1
WASP-22 b,1
WASP-23 b,1
WASP-25 b,1
WASP-28 b,1
WASP-29 b,1
WASP-31 b,1
WASP-32 b,1
WASP-34 b,1
WASP-71 b,1
WASP-73 b,1
WASP-167 b,1
WASP-74 b,1
XO-7 b,1
YSES 2 b,1
YZ Cet b,1
YZ Cet c,1
YZ Cet d,1
alf Ari b,1
bet Pic b,1
bet Pic c,1
bet UMi b,1
eps CrB b,1
eps Eri b,1
eps Tau b,1
gam Lib b,1
gam Lib c,1
iot Dra b,1
kap And b,1
kap CrB b,1
mu Leo b,1
nu Oph b,1
nu Oph c,1
omi CrB b,1
pi Men c,1
rho CrB b,1
rho CrB c,1
tau Cet e,1
tau Cet f,1
tau Cet g,1
tau Cet h,1
tau Gem b,1
XO-6 b,1
XO-5 b,1
XO-4 b,1
WASP-95 b,1
WASP-78 b,1
WASP-79 b,1
WASP-80 b,1
WASP-81 b,1
WASP-82 b,1
WASP-83 b,1
WASP-84 b,1
WASP-88 b,1
WASP-89 b,1
WASP-90 b,1
WASP-91 b,1
WASP-92 b,1
WASP-93 b,1
WASP-96 b,1
XO-3 b,1
WASP-97 b,1
WASP-99 b,1
WD 0806-661 b,1
WISEP J121756.91+162640.2 A b,1
WTS-1 b,1
WTS-2 b,1
Wendelstein-1 b,1
Wendelstein-2 b,1
Wolf 1061 b,1
Wolf 1061 c,1
Wolf 1061 d,1
Wolf 503 b,1
XO-1 b,1
WASP-169 b,1
WASP-166 b,1
TOI-201 b,1
TYC 1422-614-1 c,1
TOI-561 e,1
TOI-561 f,1
TOI-564 b,1
TOI-628 b,1
TOI-640 b,1
TOI-674 b,1
TOI-677 b,1
TOI-700 b,1
TOI-700 c,1
TOI-700 d,1
TOI-763 b,1
TOI-763 c,1
TOI-776 b,1
TOI-776 c,1
TOI-813 b,1
TOI-824 b,1
TOI-837 b,1
TOI-849 b,1
TOI-892 b,1
TOI-905 b,1
TOI-954 b,1
TRAPPIST-1 b,1
TRAPPIST-1 c,1
TRAPPIST-1 d,1
TRAPPIST-1 e,1
TRAPPIST-1 f,1
TRAPPIST-1 g,1
TRAPPIST-1 h,1
TYC 0434-04538-1 b,1
TOI-561 d,1
TOI-561 c,1
TOI-561 b,1
TOI-257 b,1
TOI-2076 b,1
TOI-2076 c,1
TOI-2076 d,1
TOI-216.01,1
TOI-216.02,1
TOI-220 b,1
TOI-2202 b,1
TOI-2202 c,1
TOI-2257 b,1
TOI-2285 b,1
TOI-237 b,1
TOI-2406 b,1
TOI-251 b,1
TOI-269 b,1
TOI-559 b,1
TOI-270 b,1
TOI-270 c,1
TOI-270 d,1
TOI-3362 b,1
TOI-431 b,1
TOI-431 c,1
TOI-431 d,1
TOI-481 b,1
TOI-519 b,1
TOI-530 b,1
TOI-532 b,1
TOI-540 b,1
TOI-558 b,1
TYC 1422-614-1 b,1
TYC 3318-01333-1 b,1
WASP-165 b,1
TYC 3667-1280-1 b,1
WASP-126 b,1
WASP-126 c,1
WASP-13 b,1
WASP-130 b,1
WASP-131 b,1
WASP-132 b,1
WASP-133 b,1
WASP-135 b,1
WASP-136 b,1
WASP-138 b,1
WASP-141 b,1
WASP-142 b,1
WASP-144 b,1
WASP-147 b,1
WASP-148 b,1
WASP-148 c,1
WASP-15 b,1
WASP-150 b,1
WASP-151 b,1
WASP-153 b,1
WASP-156 b,1
WASP-157 b,1
WASP-158 b,1
WASP-159 b,1
WASP-16 b,1
WASP-161 b,1
WASP-162 b,1
WASP-163 b,1
WASP-164 b,1
WASP-124 b,1
WASP-121 b,1
WASP-120 b,1
V1298 Tau c,1
TYC 4282-00605-1 b,1
TYC 8998-760-1 b,1
TYC 8998-760-1 c,1
Teegarden's Star b,1
Teegarden's Star c,1
TrES-3 b,1
TrES-5 b,1
UKIRT-2017-BLG-001L b,1
USco CTIO 108 b,1
USco1556 b,1
USco1621 b,1
V0391 Peg b,1
V1298 Tau b,1
V1298 Tau d,1
WASP-119 b,1
V1298 Tau e,1
V830 Tau b,1
WASP-10 b,1
WASP-101 b,1
WASP-103 b,1
WASP-105 b,1
WASP-106 b,1
WASP-107 b,1
WASP-107 c,1
WASP-110 b,1
WASP-113 b,1
WASP-117 b,1
WASP-118 b,1
Kepler-953 c,1
Kepler-952 b,1
Kepler-541 b,1
Kepler-660 b,1
Kepler-662 b,1
Kepler-663 b,1
Kepler-664 b,1
Kepler-665 b,1
Kepler-666 b,1
Kepler-667 b,1
Kepler-668 b,1
Kepler-669 b,1
Kepler-67 b,1
Kepler-670 b,1
Kepler-671 b,1
Kepler-672 b,1
Kepler-673 b,1
Kepler-674 b,1
Kepler-675 b,1
Kepler-676 b,1
Kepler-677 b,1
Kepler-678 b,1
Kepler-679 b,1
Kepler-680 b,1
Kepler-681 b,1
Kepler-682 b,1
Kepler-683 b,1
Kepler-684 b,1
Kepler-685 b,1
Kepler-686 b,1
Kepler-687 b,1
Kepler-688 b,1
Kepler-689 b,1
Kepler-661 b,1
Kepler-66 b,1
Kepler-950 b,1
Kepler-659 b,1
Kepler-635 b,1
Kepler-637 b,1
Kepler-638 b,1
Kepler-639 b,1
Kepler-640 b,1
Kepler-641 b,1
Kepler-642 b,1
Kepler-643 b,1
Kepler-644 b,1
Kepler-645 b,1
Kepler-646 b,1
Kepler-647 b,1
Kepler-647 c,1
Kepler-648 b,1
Kepler-649 b,1
Kepler-65 b,1
Kepler-65 c,1
Kepler-65 d,1
Kepler-65 e,1
Kepler-650 b,1
Kepler-651 b,1
Kepler-652 b,1
Kepler-653 b,1
Kepler-1592 b,1
Kepler-654 b,1
Kepler-655 b,1
Kepler-656 b,1
Kepler-657 b,1
Kepler-658 b,1
Kepler-69 b,1
Kepler-69 c,1
Kepler-690 b,1
Kepler-691 b,1
Kepler-722 b,1
Kepler-722 c,1
Kepler-723 b,1
Kepler-724 b,1
Kepler-725 b,1
Kepler-726 b,1
Kepler-727 b,1
Kepler-728 b,1
Kepler-729 b,1
Kepler-730 b,1
Kepler-730 c,1
Kepler-731 b,1
Kepler-732 b,1
Kepler-732 c,1
Kepler-733 b,1
Kepler-734 b,1
Kepler-735 b,1
Kepler-736 b,1
Kepler-737 b,1
Kepler-738 b,1
Kepler-739 b,1
Kepler-74 b,1
Kepler-740 b,1
Kepler-741 b,1
Kepler-742 b,1
Kepler-744 b,1
Kepler-745 b,1
Kepler-746 b,1
Kepler-747 b,1
Kepler-721 b,1
Kepler-720 b,1
Kepler-719 b,1
Kepler-705 b,1
Kepler-692 b,1
Kepler-694 b,1
Kepler-695 b,1
Kepler-696 b,1
Kepler-697 b,1
Kepler-698 b,1
Kepler-699 b,1
Kepler-7 b,1
Kepler-700 b,1
Kepler-701 b,1
Kepler-702 b,1
Kepler-703 b,1
Kepler-704 b,1
Kepler-706 b,1
Kepler-718 b,1
Kepler-707 b,1
Kepler-708 b,1
Kepler-709 b,1
Kepler-710 b,1
Kepler-711 b,1
Kepler-712 b,1
Kepler-712 c,1
Kepler-713 b,1
Kepler-714 b,1
Kepler-715 b,1
Kepler-716 b,1
Kepler-716 c,1
Kepler-717 b,1
Kepler-634 b,1
Kepler-633 b,1
Kepler-632 b,1
Kepler-589 b,1
Kepler-564 b,1
Kepler-565 b,1
Kepler-566 b,1
Kepler-567 b,1
Kepler-568 b,1
Kepler-569 b,1
Kepler-57 b,1
Kepler-57 c,1
Kepler-570 b,1
Kepler-571 b,1
Kepler-572 b,1
Kepler-573 b,1
Kepler-574 b,1
Kepler-575 b,1
Kepler-576 b,1
Kepler-577 b,1
Kepler-578 b,1
Kepler-579 b,1
Kepler-58 b,1
Kepler-58 c,1
Kepler-58 d,1
Kepler-580 b,1
Kepler-581 b,1
Kepler-582 b,1
Kepler-583 b,1
Kepler-584 b,1
Kepler-585 b,1
Kepler-586 b,1
Kepler-587 b,1
Kepler-563 b,1
Kepler-562 b,1
Kepler-561 c,1
Kepler-55 f,1
Kepler-542 b,1
Kepler-543 b,1
Kepler-544 b,1
Kepler-545 b,1
Kepler-546 b,1
Kepler-547 b,1
Kepler-548 b,1
Kepler-549 b,1
Kepler-549 c,1
Kepler-55 b,1
Kepler-55 c,1
Kepler-55 d,1
Kepler-55 e,1
Kepler-550 b,1
Kepler-561 b,1
Kepler-551 b,1
Kepler-552 b,1
Kepler-553 b,1
Kepler-553 c,1
Kepler-554 b,1
Kepler-555 b,1
Kepler-556 b,1
Kepler-557 b,1
Kepler-558 b,1
Kepler-559 b,1
Kepler-56 b,1
Kepler-56 c,1
Kepler-56 d,1
Kepler-588 b,1
Kepler-59 b,1
Kepler-631 b,1
Kepler-59 c,1
Kepler-611 b,1
Kepler-612 b,1
Kepler-613 b,1
Kepler-614 b,1
Kepler-615 b,1
Kepler-616 b,1
Kepler-616 c,1
Kepler-617 b,1
Kepler-618 b,1
Kepler-619 b,1
Kepler-619 c,1
Kepler-62 b,1
Kepler-62 c,1
Kepler-62 d,1
Kepler-62 e,1
Kepler-62 f,1
Kepler-620 b,1
Kepler-621 b,1
Kepler-622 b,1
Kepler-623 b,1
Kepler-624 b,1
Kepler-625 b,1
Kepler-625 c,1
Kepler-626 b,1
Kepler-627 b,1
Kepler-628 b,1
Kepler-629 b,1
Kepler-63 b,1
Kepler-630 b,1
Kepler-610 c,1
Kepler-610 b,1
Kepler-61 b,1
Kepler-60 b,1
Kepler-590 b,1
Kepler-591 b,1
Kepler-592 b,1
Kepler-593 b,1
Kepler-594 b,1
Kepler-595 b,1
Kepler-595 c,1
Kepler-596 b,1
Kepler-597 b,1
Kepler-598 b,1
Kepler-598 c,1
Kepler-599 b,1
Kepler-6 b,1
Kepler-60 c,1
Kepler-609 b,1
Kepler-60 d,1
Kepler-600 b,1
Kepler-601 b,1
Kepler-602 b,1
Kepler-603 b,1
Kepler-603 c,1
Kepler-603 d,1
Kepler-604 b,1
Kepler-605 b,1
Kepler-605 c,1
Kepler-606 b,1
Kepler-607 b,1
Kepler-608 b,1
Kepler-748 b,1
Kepler-749 b,1
Kepler-75 b,1
Kepler-9 c,1
Kepler-873 b,1
Kepler-874 b,1
Kepler-875 b,1
Kepler-876 b,1
Kepler-877 b,1
Kepler-878 b,1
Kepler-879 b,1
Kepler-88 d,1
Kepler-880 b,1
Kepler-881 b,1
Kepler-882 b,1
Kepler-883 b,1
Kepler-884 b,1
Kepler-885 b,1
Kepler-886 b,1
Kepler-887 b,1
Kepler-887 c,1
Kepler-888 b,1
Kepler-889 b,1
Kepler-890 b,1
Kepler-891 b,1
Kepler-892 b,1
Kepler-893 b,1
Kepler-894 b,1
Kepler-895 b,1
Kepler-896 b,1
Kepler-897 b,1
Kepler-898 b,1
Kepler-899 b,1
Kepler-872 b,1
Kepler-871 b,1
Kepler-870 b,1
Kepler-856 b,1
Kepler-847 b,1
Kepler-848 b,1
Kepler-849 b,1
Kepler-85 b,1
Kepler-85 c,1
Kepler-85 d,1
Kepler-85 e,1
Kepler-850 b,1
Kepler-851 b,1
Kepler-852 b,1
Kepler-853 b,1
Kepler-854 b,1
Kepler-855 b,1
Kepler-857 b,1
Kepler-87 c,1
Kepler-858 b,1
Kepler-859 b,1
Kepler-860 b,1
Kepler-861 b,1
Kepler-862 b,1
Kepler-863 b,1
Kepler-864 b,1
Kepler-865 b,1
Kepler-866 b,1
Kepler-867 b,1
Kepler-868 b,1
Kepler-869 b,1
Kepler-87 b,1
Kepler-9 b,1
Kepler-9 d,1
Kepler-845 b,1
Kepler-90 i,1
Kepler-927 b,1
Kepler-928 b,1
Kepler-929 b,1
Kepler-93 b,1
Kepler-93 c,1
Kepler-930 b,1
Kepler-931 b,1
Kepler-932 b,1
Kepler-933 b,1
Kepler-934 b,1
Kepler-935 b,1
Kepler-936 b,1
Kepler-937 b,1
Kepler-937 c,1
Kepler-938 b,1
Kepler-939 b,1
Kepler-94 b,1
Kepler-94 c,1
Kepler-940 b,1
Kepler-941 b,1
Kepler-942 b,1
Kepler-943 b,1
Kepler-944 b,1
Kepler-945 b,1
Kepler-946 b,1
Kepler-947 b,1
Kepler-948 b,1
Kepler-949 b,1
Kepler-95 b,1
Kepler-926 b,1
Kepler-925 b,1
Kepler-924 b,1
Kepler-912 b,1
Kepler-900 b,1
Kepler-901 b,1
Kepler-902 b,1
Kepler-903 b,1
Kepler-903 c,1
Kepler-904 b,1
Kepler-905 b,1
Kepler-906 b,1
Kepler-907 b,1
Kepler-909 b,1
Kepler-91 b,1
Kepler-910 b,1
Kepler-911 b,1
Kepler-913 b,1
Kepler-923 b,1
Kepler-914 b,1
Kepler-915 b,1
Kepler-916 b,1
Kepler-917 b,1
Kepler-918 b,1
Kepler-919 b,1
Kepler-92 b,1
Kepler-92 c,1
Kepler-92 d,1
Kepler-920 b,1
Kepler-920 c,1
Kepler-921 b,1
Kepler-922 b,1
Kepler-846 b,1
Kepler-844 b,1
Kepler-750 b,1
Kepler-80 b,1
Kepler-774 b,1
Kepler-775 b,1
Kepler-776 b,1
Kepler-777 b,1
Kepler-778 b,1
Kepler-780 b,1
Kepler-781 b,1
Kepler-782 b,1
Kepler-783 b,1
Kepler-783 c,1
Kepler-784 b,1
Kepler-785 b,1
Kepler-786 b,1
Kepler-787 b,1
Kepler-788 b,1
Kepler-789 b,1
Kepler-79 b,1
Kepler-79 c,1
Kepler-79 d,1
Kepler-79 e,1
Kepler-790 b,1
Kepler-791 b,1
Kepler-792 b,1
Kepler-793 b,1
Kepler-794 b,1
Kepler-796 b,1
Kepler-797 b,1
Kepler-798 b,1
Kepler-799 b,1
Kepler-773 b,1
Kepler-772 b,1
Kepler-771 b,1
Kepler-760 b,1
Kepler-750 c,1
Kepler-751 b,1
Kepler-752 b,1
Kepler-753 b,1
Kepler-754 b,1
Kepler-756 b,1
Kepler-757 b,1
Kepler-758 b,1
Kepler-758 c,1
Kepler-758 d,1
Kepler-758 e,1
Kepler-759 b,1
Kepler-76 b,1
Kepler-760 c,1
Kepler-770 d,1
Kepler-761 b,1
Kepler-762 b,1
Kepler-763 b,1
Kepler-764 b,1
Kepler-765 b,1
Kepler-766 b,1
Kepler-767 b,1
Kepler-768 b,1
Kepler-769 b,1
Kepler-769 c,1
Kepler-77 b,1
Kepler-770 b,1
Kepler-770 c,1
Kepler-8 b,1
Kepler-80 c,1
Kepler-843 b,1
Kepler-80 d,1
Kepler-820 b,1
Kepler-821 b,1
Kepler-822 b,1
Kepler-823 b,1
Kepler-824 b,1
Kepler-825 b,1
Kepler-825 c,1
Kepler-826 b,1
Kepler-827 b,1
Kepler-828 b,1
Kepler-829 b,1
Kepler-830 b,1
Kepler-831 b,1
Kepler-832 b,1
Kepler-833 b,1
Kepler-834 b,1
Kepler-835 b,1
Kepler-836 b,1
Kepler-837 b,1
Kepler-838 b,1
Kepler-839 b,1
Kepler-84 b,1
Kepler-84 c,1
Kepler-84 d,1
Kepler-84 e,1
Kepler-84 f,1
Kepler-840 b,1
Kepler-841 b,1
Kepler-842 b,1
Kepler-82 f,1
Kepler-82 e,1
Kepler-82 d,1
Kepler-809 b,1
Kepler-80 e,1
Kepler-80 f,1
Kepler-80 g,1
Kepler-800 b,1
Kepler-801 b,1
Kepler-802 b,1
Kepler-803 b,1
Kepler-804 b,1
Kepler-804 c,1
Kepler-805 b,1
Kepler-806 b,1
Kepler-807 b,1
Kepler-808 b,1
Kepler-81 b,1
Kepler-82 c,1
Kepler-81 c,1
Kepler-81 d,1
Kepler-810 b,1
Kepler-811 b,1
Kepler-812 b,1
Kepler-813 b,1
Kepler-814 b,1
Kepler-815 b,1
Kepler-816 b,1
Kepler-817 b,1
Kepler-818 b,1
Kepler-819 b,1
Kepler-82 b,1
Kepler-1593 b,1
Kepler-1497 b,1
Kepler-1591 b,1
HD 3651 b,1
HD 331093 b,1
HD 33142 b,1
HD 33142 c,1
HD 332231 b,1
HD 33564 b,1
HD 33844 b,1
HD 33844 c,1
HD 34445 b,1
HD 34445 c,1
HD 34445 d,1
HD 34445 e,1
HD 34445 f,1
HD 34445 g,1
HD 35759 b,1
HD 37124 b,1
HD 32963 b,1
HD 37124 c,1
HD 37124 d,1
HD 37605 b,1
HD 37605 c,1
HD 3765 b,1
HD 38283 b,1
HD 38801 b,1
HD 39091 b,1
HD 39194 b,1
HD 39194 c,1
HD 39194 d,1
HD 39855 b,1
HD 40307 b,1
HD 40307 c,1
HD 330075 b,1
HD 32518 b,1
HD 40307 f,1
HD 285968 b,1
HD 24040 c,1
HD 24064 b,1
HD 24085 b,1
HD 25015 b,1
HD 25723 b,1
HD 26161 b,1
HD 2685 b,1
HD 27631 b,1
HD 27894 b,1
HD 27894 c,1
HD 27894 d,1
HD 27969 b,1
HD 28185 b,1
HD 285507 b,1
HD 28678 b,1
HD 3167 d,1
HD 29021 b,1
HD 290327 b,1
HD 29399 b,1
HD 2952 b,1
HD 30177 b,1
HD 30177 c,1
HD 30562 b,1
HD 30669 b,1
HD 31253 b,1
HD 31527 b,1
HD 31527 c,1
HD 31527 d,1
HD 3167 b,1
HD 3167 c,1
HD 40307 d,1
HD 40307 g,1
Kepler-1590 b,1
HD 63935 c,1
HD 55696 b,1
HD 5583 b,1
HD 5608 b,1
HD 564 b,1
HD 5891 b,1
HD 60292 b,1
HD 60532 b,1
HD 60532 c,1
HD 62509 b,1
HD 63433 b,1
HD 63433 c,1
HD 63454 b,1
HD 63765 b,1
HD 63935 b,1
HD 64114 b,1
HD 5319 b,1
HD 6434 b,1
HD 66141 b,1
