Planet Name,Num Stars
HD 66428 b,1
HD 66428 c,1
HD 67087 b,1
HD 67087 c,1
HD 6718 b,1
HD 68402 b,1
HD 68988 b,1
HD 68988 c,1
HD 69830 b,1
HD 69830 c,1
HD 69830 d,1
HD 70573 b,1
HD 5319 c,1
HD 5278 c,1
HD 40956 b,1
HD 45652 b,1
HD 42012 b,1
HD 4203 b,1
HD 4203 c,1
HD 4208 b,1
HD 42618 b,1
HD 4308 b,1
HD 4313 b,1
HD 43197 b,1
HD 44219 b,1
HD 45184 b,1
HD 45184 c,1
HD 45350 b,1
HD 45364 b,1
HD 45364 c,1
HD 47186 b,1
HD 5278 b,1
HD 47186 c,1
HD 47366 b,1
HD 47366 c,1
HD 47536 b,1
HD 4760 b,1
HD 48265 b,1
HD 4917 b,1
HD 49674 b,1
HD 50499 b,1
HD 50499 c,1
HD 50554 b,1
HD 51608 b,1
HD 51608 c,1
HD 52265 b,1
HD 24040 b,1
HD 240237 b,1
HD 240210 b,1
HD 200964 c,1
HD 190007 b,1
HD 190647 b,1
HD 190984 b,1
HD 191806 b,1
HD 191939 b,1
HD 191939 c,1
HD 191939 d,1
HD 192263 b,1
HD 192310 b,1
HD 192310 c,1
HD 192699 b,1
HD 20003 b,1
HD 20003 c,1
HD 200964 b,1
HD 202696 b,1
HD 189567 b,1
HD 202696 c,1
HD 203030 b,1
HD 203473 b,1
HD 2039 b,1
HD 204313 b,1
HD 204313 c,1
HD 205739 b,1
HD 206255 b,1
HD 206610 b,1
HD 207897 b,1
HD 20794 b,1
HD 20794 c,1
HD 20794 d,1
HD 20794 e,1
HD 189567 c,1
HD 18742 b,1
HD 238914 b,1
HD 179079 b,1
HD 169830 b,1
HD 169830 c,1
HD 17092 b,1
HD 171028 b,1
HD 171238 b,1
HD 17156 b,1
HD 173416 b,1
HD 175167 b,1
HD 175541 b,1
HD 175607 b,1
HD 17674 b,1
HD 176986 b,1
HD 176986 c,1
HD 177565 b,1
HD 179949 b,1
HD 187123 c,1
HD 180053 b,1
HD 18015 b,1
HD 180314 b,1
HD 181234 b,1
HD 181342 b,1
HD 181433 b,1
HD 181433 c,1
HD 181433 d,1
HD 181720 b,1
HD 183263 b,1
HD 183263 c,1
HD 183579 b,1
HD 187085 b,1
HD 187123 b,1
HD 208487 b,1
HD 208527 b,1
HD 20868 b,1
HD 221416 b,1
HD 219134 c,1
HD 219134 d,1
HD 219134 f,1
HD 219134 g,1
HD 219134 h,1
HD 219415 b,1
HD 219666 b,1
HD 219828 b,1
HD 219828 c,1
HD 220074 b,1
HD 220197 b,1
HD 220689 b,1
HD 220773 b,1
HD 221287 b,1
HD 221420 b,1
HD 208897 b,1
HD 221585 b,1
HD 222076 b,1
HD 222155 b,1
HD 224538 b,1
HD 224693 b,1
HD 22496 b,1
HD 22781 b,1
HD 23079 b,1
HD 23127 b,1
HD 231701 b,1
HD 233604 b,1
HD 23472 b,1
HD 23472 c,1
HD 238090 b,1
HD 219134 b,1
HD 219077 b,1
HD 218566 b,1
HD 217850 b,1
HD 209458 b,1
HD 210193 b,1
HD 210277 b,1
HD 210702 b,1
HD 211403 b,1
HD 211810 b,1
HD 211970 b,1
HD 212771 b,1
HD 213472 b,1
HD 213885 b,1
HD 213885 c,1
HD 21411 b,1
HD 215152 b,1
HD 215152 c,1
HD 215152 d,1
HD 215152 e,1
HD 215497 b,1
HD 215497 c,1
HD 216435 b,1
HD 216437 b,1
HD 216520 b,1
HD 216520 c,1
HD 216536 b,1
HD 216770 b,1
HD 21693 b,1
HD 21693 c,1
HD 217107 b,1
HD 217107 c,1
HD 21749 c,1
HD 70642 b,1
HD 7199 b,1
HD 72490 b,1
K2-154 c,1
K2-139 b,1
K2-14 b,1
K2-140 b,1
K2-141 b,1
K2-141 c,1
K2-146 b,1
K2-146 c,1
K2-147 b,1
K2-149 b,1
K2-15 b,1
K2-150 b,1
K2-152 b,1
K2-153 b,1
K2-154 b,1
K2-155 b,1
K2-138 f,1
K2-155 c,1
K2-155 d,1
K2-156 b,1
K2-157 b,1
K2-158 b,1
K2-158 c,1
K2-159 b,1
K2-16 b,1
K2-16 c,1
K2-160 b,1
K2-161 b,1
K2-162 b,1
K2-163 b,1
K2-164 b,1
K2-138 g,1
K2-138 e,1
K2-110 b,1
K2-125 b,1
K2-111 c,1
K2-113 b,1
K2-114 b,1
K2-115 b,1
K2-116 b,1
K2-117 b,1
K2-117 c,1
K2-118 b,1
K2-119 b,1
K2-12 b,1
K2-120 b,1
K2-121 b,1
K2-123 b,1
K2-124 b,1
K2-126 b,1
K2-138 d,1
K2-127 b,1
K2-128 b,1
K2-129 b,1
K2-13 b,1
K2-130 b,1
K2-131 b,1
K2-132 b,1
K2-133 b,1
K2-133 c,1
K2-133 d,1
K2-133 e,1
K2-137 b,1
K2-138 b,1
K2-138 c,1
K2-165 b,1
K2-165 c,1
K2-165 d,1
K2-196 b,1
K2-188 c,1
K2-189 b,1
K2-189 c,1
K2-19 b,1
K2-19 c,1
K2-19 d,1
K2-190 b,1
K2-190 c,1
K2-191 b,1
K2-192 b,1
K2-193 b,1
K2-194 b,1
K2-195 b,1
K2-195 c,1
K2-197 b,1
K2-166 b,1
K2-198 b,1
K2-198 c,1
K2-198 d,1
K2-199 b,1
K2-199 c,1
K2-200 b,1
K2-201 b,1
K2-201 c,1
K2-202 b,1
K2-203 b,1
K2-204 b,1
K2-205 b,1
K2-206 b,1
K2-207 b,1
K2-188 b,1
K2-187 e,1
K2-187 d,1
K2-187 c,1
K2-167 b,1
K2-168 b,1
K2-169 b,1
K2-17 b,1
K2-170 b,1
K2-170 c,1
K2-171 b,1
K2-172 b,1
K2-172 c,1
K2-173 b,1
K2-174 b,1
K2-175 b,1
K2-176 b,1
K2-177 b,1
K2-178 b,1
K2-179 b,1
K2-18 b,1
K2-18 c,1
K2-180 b,1
K2-181 b,1
K2-182 b,1
K2-183 b,1
K2-183 c,1
K2-183 d,1
K2-184 b,1
K2-185 b,1
K2-185 c,1
K2-186 b,1
K2-187 b,1
K2-111 b,1
K2-11 b,1
HD 72659 b,1
HD 94834 b,1
HD 88133 b,1
HD 89307 b,1
HD 89345 b,1
HD 90156 b,1
HD 9174 b,1
HD 92788 b,1
HD 92788 c,1
HD 92987 b,1
HD 93083 b,1
HD 93385 b,1
HD 93385 c,1
HD 93385 d,1
HD 9446 b,1
HD 9446 c,1
HD 95086 b,1
HD 86950 b,1
HD 95089 b,1
HD 95089 c,1
HD 95127 b,1
HD 95338 b,1
HD 95544 b,1
HD 95735 c,1
HD 95872 b,1
HD 96063 b,1
HD 96127 b,1
HD 96700 b,1
HD 96700 c,1
HD 96700 d,1
HD 96992 b,1
HD 97048 b,1
HD 87883 b,1
HD 86264 b,1
K2-108 b,1
HD 7924 c,1
HD 72892 b,1
HD 73267 b,1
HD 73526 b,1
HD 73526 c,1
HD 73534 b,1
HD 74156 b,1
HD 74156 c,1
HD 75784 b,1
HD 75784 c,1
HD 75898 b,1
HD 76700 b,1
HD 76920 b,1
HD 77338 b,1
HD 7924 b,1
HD 7924 d,1
HD 86226 c,1
HD 80653 b,1
HD 80869 b,1
HD 81040 b,1
HD 81688 b,1
HD 81817 b,1
HD 82886 b,1
HD 82943 b,1
HD 82943 c,1
HD 8326 b,1
HD 83443 b,1
HD 85390 b,1
HD 85512 b,1
HD 8574 b,1
HD 86226 b,1
HD 97658 b,1
HD 98219 b,1
HD 98649 b,1
HIP 97233 b,1
HIP 65891 b,1
HIP 67522 b,1
HIP 67537 b,1
HIP 67851 b,1
HIP 67851 c,1
HIP 71135 b,1
HIP 74890 b,1
HIP 75092 b,1
HIP 78530 b,1
HIP 79431 b,1
HIP 90988 b,1
HIP 91258 b,1
HIP 97166 b,1
HIP 97166 c,1
HN Peg b,1
HD 99109 b,1
HR 2562 b,1
HR 810 b,1
HR 8799 b,1
HR 8799 c,1
HR 8799 d,1
HR 8799 e,1
IC 4651 9122 b,1
K2-10 b,1
K2-100 b,1
K2-101 b,1
K2-102 b,1
K2-104 b,1
K2-105 b,1
K2-107 b,1
HIP 65426 b,1
HIP 65407 c,1
HIP 65407 b,1
HIP 63242 b,1
HD 99706 b,1
HD 99706 c,1
HIP 105854 b,1
HIP 107772 b,1
HIP 107773 b,1
HIP 109384 b,1
HIP 114933 b,1
HIP 12961 b,1
HIP 14810 b,1
HIP 14810 c,1
HIP 14810 d,1
HIP 35173 b,1
HIP 38594 b,1
HIP 38594 c,1
HIP 41378 b,1
HIP 41378 c,1
HIP 41378 d,1
HIP 41378 e,1
HIP 41378 f,1
HIP 4845 b,1
HIP 48714 b,1
HIP 5158 b,1
HIP 5158 c,1
HIP 54373 b,1
HIP 54373 c,1
HIP 56640 b,1
HIP 57274 b,1
HIP 57274 c,1
HIP 57274 d,1
HD 1690 b,1
HD 168746 b,1
HD 168443 c,1
GJ 3470 b,1
GJ 3082 b,1
GJ 3138 b,1
GJ 3138 c,1
GJ 3138 d,1
GJ 317 b,1
GJ 317 c,1
GJ 328 b,1
GJ 3293 b,1
GJ 3293 c,1
GJ 3293 d,1
GJ 3293 e,1
GJ 3323 b,1
GJ 3323 c,1
GJ 3341 b,1
GJ 3512 b,1
GJ 273 b,1
GJ 357 b,1
GJ 357 c,1
GJ 357 d,1
GJ 3634 b,1
GJ 3779 b,1
GJ 393 b,1
GJ 3942 b,1
GJ 3998 b,1
GJ 3998 c,1
GJ 411 b,1
GJ 422 b,1
GJ 4276 b,1
GJ 433 b,1
GJ 433 c,1
GJ 273 c,1
GJ 27.1 b,1
EPIC 220674823 b,1
GJ 1148 b,1
EPIC 228836835 b,1
EPIC 248847494 b,1
EPIC 249893012 b,1
EPIC 249893012 c,1
EPIC 249893012 d,1
FU Tau b,1
G 264-012 b,1
G 264-012 c,1
G 9-40 b,1
GJ 1061 b,1
GJ 1061 c,1
GJ 1061 d,1
GJ 1132 b,1
GJ 1132 c,1
GJ 1148 c,1
GJ 251 b,1
GJ 1151 b,1
GJ 1214 b,1
GJ 1252 b,1
GJ 1265 b,1
GJ 143 b,1
GJ 160.2 b,1
GJ 163 b,1
GJ 163 c,1
GJ 163 d,1
GJ 179 b,1
GJ 180 b,1
GJ 180 c,1
GJ 180 d,1
GJ 2056 b,1
GJ 433 d,1
GJ 436 b,1
GJ 480 b,1
HAT-P-2 b,1
GSC 06214-00210 b,1
GU Psc b,1
Gl 378 b,1
Gl 686 b,1
HAT-P-11 b,1
HAT-P-11 c,1
HAT-P-12 b,1
HAT-P-13 b,1
HAT-P-13 c,1
HAT-P-15 b,1
HAT-P-17 b,1
HAT-P-17 c,1
HAT-P-18 b,1
HAT-P-19 b,1
HAT-P-20 b,1
GJ 486 b,1
HAT-P-21 b,1
HAT-P-23 b,1
HAT-P-25 b,1
HAT-P-26 b,1
HAT-P-28 b,1
HAT-P-31 b,1
HAT-P-34 b,1
HAT-P-36 b,1
HAT-P-37 b,1
HAT-P-38 b,1
HAT-P-40 b,1
HAT-P-42 b,1
HAT-P-43 b,1
HAT-P-44 b,1
GQ Lup b,1
GPX-1 b,1
GJ 9827 d,1
GJ 9827 c,1
GJ 504 b,1
GJ 536 b,1
GJ 581 b,1
GJ 581 c,1
GJ 581 e,1
GJ 625 b,1
GJ 649 b,1
GJ 674 b,1
GJ 682 b,1
GJ 682 c,1
GJ 685 b,1
GJ 687 b,1
GJ 687 c,1
GJ 740 b,1
GJ 832 b,1
GJ 832 c,1
GJ 849 b,1
GJ 849 c,1
GJ 876 b,1
GJ 876 c,1
GJ 876 d,1
GJ 876 e,1
GJ 887 b,1
GJ 887 c,1
GJ 9066 b,1
GJ 9066 c,1
GJ 96 b,1
GJ 9689 b,1
GJ 9827 b,1
EPIC 220674823 c,1
EPIC 220554210 c,1
HAT-P-45 b,1
BD-08 2823 c,1
BD+20 2457 b,1
BD+20 2457 c,1
BD+20 274 b,1
BD+20 594 b,1
BD+45 564 b,1
BD+48 738 b,1
BD+48 740 b,1
BD+49 828 b,1
BD+55 362 b,1
BD+63 1405 b,1
BD-00 4475 b,1
BD-06 1339 b,1
BD-06 1339 c,1
BD-08 2823 b,1
BD-10 3166 b,1
BD+15 2375 b,1
BD-11 4672 b,1
BD-11 4672 c,1
BD-13 2130 b,1
BD-17 63 b,1
CD Cet b,1
CFBDSIR J145829+101343 b,1
CFHTWIR-Oph 98 b,1
CHXR 73 b,1
CI Tau b,1
COCONUTS-2 b,1
CT Cha b,1
CoRoT-1 b,1
CoRoT-10 b,1
CoRoT-11 b,1
BD+15 2940 b,1
BD+14 4559 b,1
EPIC 220492298 b,1
47 UMa b,1
14 And b,1
14 Her b,1
17 Sco b,1
1RXS J160929.1-210524 b,1
24 Boo b,1
24 Sex b,1
24 Sex c,1
2MASS J01225093-2439505 b,1
2MASS J02192210-3925225 b,1
2MASS J04414489+2301513 b,1
2MASS J12073346-3932539 b,1
2MASS J21402931+1625183 A b,1
2MASS J22362452+4751425 b,1
4 UMa b,1
47 UMa c,1
BD+03 2562 b,1
47 UMa d,1
51 Peg b,1
6 Lyn b,1
61 Vir b,1
61 Vir c,1
61 Vir d,1
7 CMa b,1
7 CMa c,1
70 Vir b,1
8 UMi b,1
81 Cet b,1
AB Pic b,1
AU Mic b,1
AU Mic c,1
CoRoT-12 b,1
CoRoT-13 b,1
CoRoT-14 b,1
EPIC 206042996 b,1
EPIC 201238110 b,1
EPIC 201427007 b,1
EPIC 201497682 b,1
EPIC 201595106 b,1
EPIC 201615463 c,1
EPIC 201754305 d,1
EPIC 201757695.02,1
EPIC 201833600 c,1
EPIC 201841433 b,1
EPIC 205950854 c,1
EPIC 206024342 b,1
EPIC 206024342 c,1
EPIC 206024342 d,1
EPIC 206032309 b,1
EPIC 206042996 c,1
CoRoT-16 b,1
EPIC 206215704 b,1
EPIC 206317286 b,1
EPIC 211822797 b,1
EPIC 211945201 b,1
EPIC 212297394 b,1
EPIC 212297394 c,1
EPIC 212424622 b,1
EPIC 212499991 b,1
EPIC 212587672 b,1
EPIC 212587672 c,1
EPIC 212624936 b,1
EPIC 212624936 c,1
EPIC 212737443 b,1
EPIC 212737443 c,1
EPIC 201170410.02,1
DMPP-2 b,1
DMPP-1 e,1
DMPP-1 d,1
CoRoT-17 b,1
CoRoT-18 b,1
CoRoT-19 b,1
CoRoT-20 b,1
CoRoT-20 c,1
CoRoT-21 b,1
CoRoT-22 b,1
CoRoT-23 b,1
CoRoT-24 b,1
CoRoT-24 c,1
CoRoT-25 b,1
CoRoT-26 b,1
CoRoT-27 b,1
CoRoT-28 b,1
CoRoT-29 b,1
CoRoT-3 b,1
CoRoT-30 b,1
CoRoT-31 b,1
CoRoT-4 b,1
CoRoT-5 b,1
CoRoT-6 b,1
CoRoT-7 b,1
CoRoT-7 c,1
CoRoT-8 b,1
CoRoTID 223977153 b,1
DENIS-P J082303.1-491201 b,1
DH Tau b,1
DMPP-1 b,1
DMPP-1 c,1
HAT-P-44 c,1
HAT-P-46 b,1
HD 168443 b,1
HD 13908 b,1
HD 134060 b,1
HD 134060 c,1
HD 134987 b,1
HD 134987 c,1
HD 136352 b,1
HD 136352 c,1
HD 136352 d,1
HD 136418 b,1
HD 136925 b,1
HD 137388 b,1
HD 137496 b,1
HD 137496 c,1
HD 13808 b,1
HD 13808 c,1
HD 13908 c,1
HD 13189 b,1
HD 13931 b,1
HD 139357 b,1
HD 1397 b,1
HD 14067 b,1
HD 141004 b,1
HD 141399 b,1
HD 141399 c,1
HD 141399 d,1
HD 141399 e,1
HD 141937 b,1
HD 142415 b,1
HD 143105 b,1
HD 143361 b,1
HD 145377 b,1
HD 132406 b,1
HD 13167 b,1
HD 112640 b,1
HD 120084 b,1
HD 113538 b,1
HD 113538 c,1
HD 114386 b,1
HD 114613 b,1
HD 114783 b,1
HD 114783 c,1
HD 11506 b,1
HD 11506 c,1
HD 115954 b,1
HD 117207 b,1
HD 11755 b,1
HD 117618 b,1
HD 118203 b,1
HD 11977 b,1
HD 121504 b,1
HD 131664 b,1
HD 124330 b,1
HD 12484 b,1
HD 125390 b,1
HD 125595 b,1
HD 12648 b,1
HD 126525 b,1
HD 12661 b,1
HD 12661 c,1
HD 128311 b,1
HD 128311 c,1
HD 128356 b,1
HD 129445 b,1
HD 130322 b,1
HD 131496 b,1
HD 145457 b,1
HD 145675 c,1
HD 145934 b,1
HD 160691 d,1
HD 158259 b,1
HD 158259 c,1
HD 158259 d,1
HD 158259 e,1
HD 158259 f,1
HD 158996 b,1
HD 159243 b,1
HD 159243 c,1
HD 159868 b,1
HD 159868 c,1
HD 1605 b,1
HD 1605 c,1
HD 160691 b,1
HD 160691 c,1
HD 160691 e,1
HD 1461 b,1
HD 16175 b,1
HD 162020 b,1
HD 163607 b,1
HD 163607 c,1
HD 164604 b,1
HD 164922 b,1
HD 164922 c,1
HD 164922 d,1
HD 164922 e,1
HD 165155 b,1
HD 1666 b,1
HD 166724 b,1
HD 167042 b,1
HD 168009 b,1
HD 158038 b,1
HD 156668 c,1
HD 156668 b,1
HD 156411 b,1
HD 1461 c,1
HD 147018 b,1
HD 147018 c,1
HD 14787 b,1
HD 148156 b,1
HD 148164 b,1
HD 148164 c,1
HD 148427 b,1
HD 149026 b,1
HD 149143 b,1
HD 1502 b,1
HD 150706 b,1
HD 152079 b,1
HD 152581 b,1
HD 152843 b,1
HD 152843 c,1
HD 15337 b,1
HD 15337 c,1
HD 153950 b,1
HD 154088 b,1
HD 154345 b,1
HD 154672 b,1
HD 154857 b,1
HD 154857 c,1
HD 155193 b,1
HD 155358 b,1
HD 155358 c,1
HD 156279 b,1
HD 156279 c,1
HD 113337 b,1
HD 111998 b,1
HAT-P-49 b,1
HATS-38 b,1
HATS-23 b,1
HATS-24 b,1
HATS-25 b,1
HATS-26 b,1
HATS-27 b,1
HATS-28 b,1
HATS-29 b,1
HATS-3 b,1
HATS-31 b,1
HATS-32 b,1
HATS-33 b,1
HATS-34 b,1
HATS-35 b,1
HATS-36 b,1
HATS-39 b,1
HATS-2 b,1
HATS-4 b,1
HATS-40 b,1
HATS-41 b,1
HATS-42 b,1
HATS-43 b,1
HATS-44 b,1
HATS-45 b,1
HATS-46 b,1
HATS-47 b,1
HATS-49 b,1
HATS-5 b,1
HATS-50 b,1
HATS-51 b,1
HATS-52 b,1
HATS-22 b,1
HATS-18 b,1
HD 111591 b,1
HAT-P-63 b,1
HAT-P-5 b,1
HAT-P-50 b,1
HAT-P-51 b,1
HAT-P-52 b,1
HAT-P-53 b,1
HAT-P-54 b,1
HAT-P-55 b,1
HAT-P-56 b,1
HAT-P-58 b,1
HAT-P-59 b,1
HAT-P-6 b,1
HAT-P-60 b,1
HAT-P-61 b,1
HAT-P-62 b,1
HAT-P-64 b,1
HATS-17 b,1
HAT-P-65 b,1
HAT-P-66 b,1
HAT-P-68 b,1
HAT-P-69 b,1
HAT-P-70 b,1
HAT-P-9 b,1
HATS-1 b,1
HATS-10 b,1
HATS-11 b,1
HATS-12 b,1
HATS-13 b,1
HATS-14 b,1
HATS-15 b,1
HATS-16 b,1
HATS-53 b,1
HATS-54 b,1
HATS-55 b,1
HD 108236 b,1
HD 103197 b,1
HD 103720 b,1
HD 103949 b,1
HD 104067 b,1
HD 10442 b,1
HD 104985 b,1
HD 106252 b,1
HD 106270 b,1
HD 106315 b,1
HD 106315 c,1
HD 10647 b,1
HD 106906 b,1
HD 10697 b,1
HD 108147 b,1
HD 108236 c,1
HATS-56 b,1
HD 108236 d,1
HD 108236 e,1
HD 108236 f,1
HD 108863 b,1
HD 108874 b,1
HD 108874 c,1
HD 109246 b,1
HD 109271 b,1
HD 109271 c,1
HD 109286 b,1
HD 110014 b,1
HD 110113 b,1
HD 110113 c,1
HD 111232 b,1
HD 102843 b,1
HD 102329 c,1
HD 102329 b,1
HD 102272 b,1
HATS-57 b,1
HATS-59 b,1
HATS-59 c,1
HATS-6 b,1
HATS-60 b,1
HATS-61 b,1
HATS-62 b,1
HATS-63 b,1
HATS-64 b,1
HATS-66 b,1
HATS-67 b,1
HATS-68 b,1
HATS-69 b,1
HATS-7 b,1
HATS-70 b,1
HATS-71 b,1
HATS-72 b,1
HATS-8 b,1
HATS-9 b,1
HD 100546 b,1
HD 100777 b,1
HD 10180 c,1
HD 10180 d,1
HD 10180 e,1
HD 10180 f,1
HD 10180 g,1
HD 10180 h,1
HD 102117 b,1
HD 102195 b,1
K2-208 b,1
K2-209 b,1
K2-21 b,1
Kepler-1314 b,1
Kepler-1303 b,1
Kepler-1304 b,1
Kepler-1305 b,1
Kepler-1306 b,1
Kepler-1307 b,1
Kepler-1308 b,1
Kepler-1309 b,1
Kepler-131 b,1
Kepler-131 c,1
Kepler-1310 b,1
Kepler-1311 b,1
Kepler-1311 c,1
Kepler-1312 b,1
Kepler-1313 b,1
Kepler-1315 b,1
Kepler-1301 b,1
Kepler-1316 b,1
Kepler-1317 b,1
Kepler-1318 b,1
Kepler-1320 b,1
Kepler-1321 b,1
Kepler-1321 c,1
Kepler-1322 b,1
Kepler-1323 b,1
Kepler-1324 b,1
Kepler-1325 b,1
Kepler-1326 b,1
Kepler-1327 b,1
Kepler-1328 b,1
Kepler-1329 b,1
Kepler-1302 b,1
Kepler-1300 b,1
Kepler-1272 b,1
Kepler-1286 b,1
Kepler-1274 b,1
Kepler-1275 b,1
Kepler-1276 b,1
Kepler-1277 b,1
Kepler-1278 b,1
Kepler-1279 b,1
Kepler-128 b,1
Kepler-128 c,1
Kepler-1280 b,1
Kepler-1281 b,1
Kepler-1282 b,1
Kepler-1283 b,1
Kepler-1284 b,1
Kepler-1285 b,1
Kepler-1287 b,1
Kepler-1299 b,1
Kepler-1288 b,1
Kepler-1289 b,1
Kepler-129 b,1
Kepler-129 c,1
Kepler-129 d,1
Kepler-1290 b,1
Kepler-1291 b,1
Kepler-1292 b,1
Kepler-1293 b,1
Kepler-1294 b,1
Kepler-1295 b,1
Kepler-1296 b,1
Kepler-1297 b,1
Kepler-1298 b,1
Kepler-133 b,1
Kepler-133 c,1
Kepler-1330 b,1
Kepler-1370 c,1
Kepler-1360 b,1
Kepler-1361 b,1
Kepler-1362 b,1
Kepler-1363 b,1
Kepler-1364 b,1
Kepler-1365 b,1
Kepler-1365 c,1
Kepler-1366 b,1
Kepler-1367 b,1
Kepler-1368 b,1
Kepler-1369 b,1
Kepler-137 b,1
Kepler-137 c,1
Kepler-1370 b,1
Kepler-1371 b,1
Kepler-1331 b,1
Kepler-1371 c,1
Kepler-1372 b,1
Kepler-1373 b,1
Kepler-1374 b,1
Kepler-1375 b,1
Kepler-1376 b,1
Kepler-1377 b,1
Kepler-1378 b,1
Kepler-1379 b,1
Kepler-138 b,1
Kepler-138 c,1
Kepler-138 d,1
Kepler-1380 b,1
Kepler-1381 b,1
Kepler-1359 b,1
Kepler-1358 b,1
Kepler-1357 b,1
Kepler-1356 b,1
Kepler-1332 b,1
Kepler-1333 b,1
Kepler-1334 b,1
Kepler-1335 b,1
Kepler-1336 b,1
Kepler-1336 c,1
Kepler-1337 b,1
Kepler-1338 b,1
Kepler-1339 b,1
Kepler-134 b,1
Kepler-134 c,1
Kepler-1340 b,1
Kepler-1342 b,1
Kepler-1343 b,1
Kepler-1344 b,1
Kepler-1345 b,1
Kepler-1346 b,1
Kepler-1347 b,1
Kepler-1348 b,1
Kepler-1349 b,1
Kepler-135 b,1
Kepler-135 c,1
Kepler-1350 b,1
Kepler-1350 c,1
Kepler-1351 b,1
Kepler-1352 b,1
Kepler-1353 b,1
Kepler-1354 b,1
Kepler-1355 b,1
Kepler-1273 b,1
Kepler-1271 b,1
Kepler-1383 b,1
Kepler-121 b,1
Kepler-1199 b,1
Kepler-12 b,1
Kepler-120 b,1
Kepler-120 c,1
Kepler-1200 b,1
Kepler-1201 b,1
Kepler-1202 b,1
Kepler-1203 b,1
Kepler-1204 b,1
Kepler-1205 b,1
Kepler-1206 b,1
Kepler-1207 b,1
Kepler-1208 b,1
Kepler-1209 b,1
Kepler-121 c,1
Kepler-1197 b,1
Kepler-1210 b,1
Kepler-1211 b,1
Kepler-1212 b,1
Kepler-1213 b,1
Kepler-1214 b,1
Kepler-1215 b,1
Kepler-1216 b,1
Kepler-1217 b,1
Kepler-1218 b,1
Kepler-1219 b,1
Kepler-122 b,1
Kepler-122 c,1
Kepler-122 d,1
Kepler-122 e,1
Kepler-1198 b,1
Kepler-1196 b,1
Kepler-1270 b,1
Kepler-1181 b,1
Kepler-117 c,1
Kepler-1170 b,1
Kepler-1171 b,1
Kepler-1172 b,1
Kepler-1173 b,1
Kepler-1174 b,1
Kepler-1175 b,1
Kepler-1176 b,1
Kepler-1177 b,1
Kepler-1178 b,1
Kepler-1179 b,1
Kepler-118 b,1
Kepler-118 c,1
Kepler-1180 b,1
Kepler-1182 b,1
Kepler-1195 b,1
Kepler-1183 b,1
Kepler-1184 b,1
Kepler-1185 b,1
Kepler-1186 b,1
Kepler-1187 b,1
Kepler-1188 b,1
Kepler-1189 b,1
Kepler-119 b,1
Kepler-119 c,1
Kepler-1190 b,1
Kepler-1191 b,1
Kepler-1192 b,1
Kepler-1193 b,1
Kepler-1194 b,1
Kepler-122 f,1
Kepler-1220 b,1
Kepler-1221 b,1
Kepler-126 b,1
Kepler-125 b,1
Kepler-125 c,1
Kepler-1250 b,1
Kepler-1251 b,1
Kepler-1252 b,1
Kepler-1253 b,1
Kepler-1254 b,1
Kepler-1254 c,1
Kepler-1254 d,1
Kepler-1255 b,1
Kepler-1256 b,1
Kepler-1257 b,1
Kepler-1258 b,1
Kepler-1259 b,1
Kepler-126 c,1
Kepler-1222 b,1
Kepler-126 d,1
Kepler-1260 b,1
Kepler-1261 b,1
Kepler-1262 b,1
Kepler-1263 b,1
Kepler-1264 b,1
Kepler-1265 b,1
Kepler-1266 b,1
Kepler-1267 b,1
Kepler-1268 b,1
Kepler-1269 b,1
Kepler-127 b,1
Kepler-127 c,1
Kepler-127 d,1
Kepler-1249 b,1
Kepler-1248 b,1
Kepler-1247 b,1
Kepler-1246 b,1
Kepler-1223 b,1
Kepler-1224 b,1
Kepler-1225 b,1
Kepler-1226 b,1
Kepler-1227 b,1
Kepler-1228 b,1
Kepler-1229 b,1
Kepler-123 b,1
Kepler-123 c,1
Kepler-1230 b,1
Kepler-1231 b,1
Kepler-1232 b,1
Kepler-1233 b,1
Kepler-1234 b,1
Kepler-1235 b,1
Kepler-1236 b,1
Kepler-1237 b,1
Kepler-1238 b,1
Kepler-1239 b,1
Kepler-124 b,1
Kepler-124 c,1
Kepler-124 d,1
Kepler-1240 b,1
Kepler-1241 b,1
Kepler-1242 b,1
Kepler-1243 b,1
Kepler-1244 b,1
Kepler-1245 b,1
Kepler-1245 c,1
Kepler-1382 b,1
Kepler-1384 b,1
Kepler-1169 b,1
Kepler-1528 b,1
Kepler-1516 b,1
Kepler-1517 b,1
Kepler-1518 b,1
Kepler-1519 b,1
Kepler-152 b,1
Kepler-152 c,1
Kepler-1520 b,1
Kepler-1521 b,1
Kepler-1522 b,1
Kepler-1523 b,1
Kepler-1524 b,1
Kepler-1525 b,1
Kepler-1526 b,1
Kepler-1527 b,1
Kepler-1529 b,1
Kepler-1514 c,1
Kepler-153 b,1
Kepler-153 c,1
Kepler-1530 b,1
Kepler-1530 c,1
Kepler-1531 b,1
Kepler-1532 b,1
Kepler-1533 b,1
Kepler-1534 b,1
Kepler-1535 b,1
Kepler-1536 b,1
Kepler-1537 b,1
Kepler-1538 b,1
Kepler-1539 b,1
Kepler-154 b,1
Kepler-1515 b,1
Kepler-1514 b,1
Kepler-149 d,1
Kepler-150 f,1
Kepler-1491 b,1
Kepler-1492 b,1
Kepler-1493 b,1
Kepler-1494 b,1
Kepler-1495 b,1
Kepler-1496 b,1
11 UMi b,1
Kepler-1498 b,1
Kepler-1499 b,1
