Planet Name,Num Stars,Num Planets,Orbital Period Days
Kepler-29 b,1,2,10.33974
HAT-P-17 b,1,2,10.33852
TOI-481 b,1,1,10.33111
Kepler-362 b,1,2,10.327186
Kepler-138 b,1,3,10.3126
Kepler-102 d,1,5,10.3117
Kepler-1380 b,1,1,10.3108245
Kepler-11 b,1,6,10.3039
Kepler-275 b,1,3,10.300682
Kepler-913 b,1,1,10.29672521
Kepler-427 b,1,1,10.290994
HIP 97166 b,1,2,10.28891
Kepler-253 c,1,3,10.281951
Kepler-200 c,1,2,10.222157
Kepler-58 b,1,3,10.2184954
Kepler-639 b,1,1,10.21420496
Kepler-55 f,1,5,10.198545
HD 110082 b,2,1,10.18271
TOI-1478 b,1,1,10.180249
TOI-942 c,3,2,10.15643
Kepler-159 b,1,2,10.139623
K2-98 b,1,1,10.136448
K2-95 b,1,1,10.1346454
Kepler-1042 b,1,1,10.13202575
Kepler-761 b,1,1,10.12804789
Kepler-812 b,1,1,10.11716531
K2-239 d,1,3,10.115
Kepler-1330 b,1,1,10.10769068
Kepler-134 c,1,2,10.105785
Kepler-144 c,1,2,10.104665
K2-190 b,1,2,10.098858
K2-224 c,1,2,10.09489
Kepler-222 c,1,3,10.08881
Kepler-231 b,1,2,10.065275
Kepler-481 b,1,1,10.06082567
K2-158 b,1,2,10.06049
Kepler-352 b,1,2,10.05537
K2-3 b,1,3,10.054626
Kepler-484 b,1,1,10.04556931
Kepler-385 b,1,3,10.043686
Kepler-221 d,1,4,10.04156
Kepler-818 b,1,1,10.03538581
WASP-117 b,1,1,10.02165
Kepler-715 b,1,1,10.00652995
K2-4 b,1,1,10.003417
K2-83 c,1,2,9.99767
Kepler-616 b,1,2,9.99761851
Kepler-1254 b,1,3,9.99113313
Kepler-1170 b,1,1,9.98969327
K2-167 b,1,1,9.977481
TOI-700 b,1,3,9.97702
Kepler-963 b,1,1,9.97683705
TOI-178 e,1,6,9.961881
Kepler-1230 b,1,1,9.95661537
Kepler-255 c,1,3,9.946047
Kepler-465 b,1,1,9.94067247
Kepler-191 b,1,3,9.939632
Kepler-745 b,1,1,9.93143556
Kepler-192 b,1,3,9.926746
Kepler-154 f,1,5,9.91935684
Kepler-990 b,1,2,9.91723428
K2-102 b,1,1,9.915615
Kepler-1651 b,2,1,9.87863917
Kepler-1639 b,1,1,9.878482
Ross 128 b,1,1,9.8658
Kepler-223 c,1,4,9.84564
Kepler-182 b,1,2,9.825792
Kepler-894 b,1,1,9.803224
K2-212 b,1,1,9.79551
K2-54 b,1,1,9.7843
Kepler-83 b,2,3,9.77
Kepler-958 b,1,1,9.7678805
Kepler-244 c,1,3,9.767292
K2-148 d,2,3,9.7579
CoRoT-22 b,1,1,9.75598
Kepler-1679 b,1,1,9.75376
Kepler-53 d,1,3,9.751962
Kepler-444 f,3,5,9.740486
K2-87 b,1,1,9.726618
Kepler-1436 b,1,1,9.705716
K2-203 b,1,1,9.695101
Kepler-308 b,1,2,9.694928
Kepler-337 c,1,2,9.693201
Kepler-1110 b,1,1,9.69312032
Kepler-48 c,1,4,9.67395
HD 125595 b,1,1,9.6737
Kepler-579 b,1,1,9.66857723
Kepler-304 d,1,4,9.653471
Kepler-804 c,1,2,9.65185017
HD 160691 d,1,4,9.6386
WASP-162 b,1,1,9.62468
HD 40307 c,1,5,9.6184
Kepler-498 b,1,1,9.61375356
Kepler-68 c,2,3,9.6051
Kepler-336 c,1,3,9.600001
Kepler-971 b,1,1,9.59070716
Kepler-178 b,1,3,9.576694
GJ 480 b,1,1,9.567
K2-120 b,1,1,9.562742
HD 106315 b,1,2,9.55237
Kepler-504 b,2,1,9.54927542
K2-175 b,1,1,9.525988
Kepler-80 c,1,6,9.52355
Kepler-1669 b,1,1,9.51216
Kepler-1483 b,1,1,9.5085156
HD 97658 b,1,1,9.4897116
Kepler-641 b,1,1,9.48961571
Kepler-227 b,1,2,9.488015
Kepler-1165 b,1,1,9.478522
TOI-172 b,1,1,9.47725
Kepler-732 b,1,2,9.46781405
K2-162 b,1,1,9.45889
Kepler-247 c,1,3,9.439452
Kepler-63 b,1,1,9.4341505
Kepler-750 b,1,2,9.42887179
Kepler-1587 b,1,1,9.4060467
K2-331 b,1,2,9.398977
WASP-185 b,1,1,9.38755
Kepler-345 c,1,2,9.387427
Kepler-575 b,1,1,9.37891944
Kepler-50 c,1,2,9.37647
HD 181433 b,1,3,9.3743
Kepler-215 b,1,4,9.360672
Kepler-338 e,1,4,9.341
Kepler-1329 b,1,1,9.33646594
Kepler-1583 b,1,1,9.32807355
K2-268 c,1,5,9.327527
K2-21 b,1,2,9.325038
Kepler-1686 b,1,1,9.30987
Kepler-1062 b,1,1,9.30412078
K2-251 b,1,1,9.30075
WASP-106 b,1,1,9.28971
Kepler-19 b,1,3,9.28716
K2-161 b,1,1,9.283188
Kepler-660 b,1,1,9.27358194
GJ 887 b,1,2,9.262
CoRoT-20 b,1,2,9.24285
Kepler-282 b,1,4,9.220524
K2-290 b,3,2,9.21165
TRAPPIST-1 f,1,7,9.20754
CoRoT-4 b,1,1,9.20205
TOI-451 c,2,3,9.192522
Kepler-393 b,1,2,9.182417
Kepler-1001 c,1,2,9.18186
Kepler-311 b,1,2,9.176092
K2-132 b,1,1,9.1751
TOI-125 c,1,3,9.15059
GJ 357 c,1,3,9.1247
HIP 116454 b,2,1,9.1205
Kepler-927 b,1,1,9.1149903
Kepler-953 c,1,2,9.10967112
Kepler-1301 b,1,1,9.08237046
Kepler-623 b,1,1,9.07097734
Kepler-1400 b,1,1,9.06689421
CoRoT-30 b,1,1,9.06005
HD 63935 b,1,2,9.058811
TOI-1749 d,1,3,9.0497
Kepler-220 c,1,4,9.034199
K2-349 b,1,1,9.032178
WASP-47 d,1,4,9.03077
Kepler-400 b,1,2,9.024389
K2-57 b,1,1,9.0063
K2-32 b,2,4,8.992
Kepler-115 c,1,2,8.990889
CI Tau b,1,1,8.9891
Kepler-28 c,1,2,8.9858
Kepler-463 b,1,1,8.98101683
Kepler-343 b,1,2,8.96855
K2-18 c,1,2,8.962
GJ 1132 c,1,2,8.929
Kepler-113 c,1,2,8.92507
Kepler-402 d,1,4,8.921099
Kepler-60 c,1,3,8.9187
CoRoT-6 b,1,1,8.886593
Kepler-75 b,1,1,8.8849116
HD 191939 b,1,3,8.880403
K2-180 b,1,1,8.8656511
Kepler-1302 b,1,1,8.83922659
Kepler-1556 b,1,1,8.82713457
WASP-148 b,1,2,8.80381
Kepler-1111 b,1,1,8.79617863
HD 285968 b,1,1,8.7836
K2-86 b,1,1,8.77683
Kepler-317 c,1,2,8.77501
Kepler-1680 b,1,1,8.77424
K2-50 b,1,2,8.7529
Kepler-32 c,1,5,8.7522
K2-178 b,1,1,8.747818
Kepler-1497 b,1,1,8.74199772
Kepler-771 b,1,1,8.73485836
Kepler-84 b,1,5,8.726
KOI-351 c,1,8,8.719375
Kepler-415 c,1,2,8.708
GJ 536 b,1,1,8.7076
Kepler-760 b,1,2,8.70419416
Kepler-431 c,1,3,8.703
Kepler-1610 b,1,1,8.70181574
Kepler-949 b,1,1,8.6893073
Kepler-1649 b,1,2,8.689099
K2-281 b,1,1,8.687721
K2-218 b,1,1,8.679885
Kepler-1262 b,1,1,8.67900242
Kepler-1073 b,1,2,8.67888593
HD 69830 b,1,3,8.667
Kepler-789 b,1,1,8.63847725
GJ 163 b,1,3,8.63182
Kepler-1291 b,1,1,8.63043276
Kepler-435 b,1,1,8.6001536
Kepler-550 b,1,1,8.60010411
K2-214 b,1,1,8.596802
Kepler-200 b,1,2,8.594805
Kepler-217 c,1,3,8.586004
Kepler-815 b,1,1,8.57503552
K2-271 b,1,1,8.562421
K2-166 b,1,2,8.52695
WASP-84 b,1,1,8.5234865
Kepler-518 b,1,1,8.51203588
HD 3167 d,1,3,8.509
Kepler-500 b,1,1,8.5083244
Kepler-851 b,1,1,8.50699658
Kepler-633 b,1,1,8.50340718
Kepler-1195 b,1,1,8.49642241
Kepler-361 b,1,2,8.486616
Kepler-1689 b,1,1,8.483
Kepler-233 b,1,2,8.472382
AU Mic b,1,2,8.463
Kepler-1154 c,1,2,8.45808312
Kepler-331 b,1,3,8.457496
Kepler-130 b,2,3,8.457458
K2-275 c,1,2,8.4388385
Kepler-137 b,1,2,8.436387
HD 162020 b,1,1,8.4282
Kepler-353 c,2,2,8.410894
Kepler-112 b,1,2,8.408878
Kepler-1541 b,1,1,8.40691199
K2-97 b,1,1,8.406726
Kepler-788 b,1,1,8.39846269
Kepler-1296 b,1,1,8.3839865
Kepler-320 b,1,2,8.371554
K2-14 b,1,1,8.36802
Kepler-742 b,1,1,8.36086824
K2-197 b,1,1,8.357881
Kepler-668 b,1,1,8.35390639
TOI-1130 c,1,2,8.350381
Kepler-169 d,1,5,8.348125
K2-229 c,1,2,8.32727
Kepler-1119 b,1,1,8.3265153
TOI-837 b,1,1,8.3248762
Kepler-461 b,1,1,8.31378306
Kepler-496 b,1,1,8.30864937
Kepler-195 b,1,2,8.307872
Kepler-85 b,1,4,8.306
Kepler-236 b,1,2,8.295611
Kepler-305 c,1,4,8.291
K2-12 b,1,1,8.28212
K2-215 b,1,1,8.269648
K2-105 b,1,1,8.2669928
K2-138 e,1,6,8.26146
Kepler-330 b,1,2,8.25978
V1298 Tau c,1,4,8.24958
TOI-776 b,1,2,8.24661
Kepler-1468 b,1,2,8.23984869
K2-129 b,1,1,8.239493
K2-352 c,1,3,8.234885
Kepler-580 b,1,1,8.22241966
K2-322 b,1,1,8.205
Kepler-242 b,1,2,8.20395
K2-77 b,1,1,8.199796
Kepler-758 e,1,4,8.1934719
Kepler-260 b,1,2,8.187399
Kepler-1591 b,1,1,8.18504949
Kepler-825 c,1,2,8.1818246
Kepler-165 b,1,2,8.180848
WASP-8 b,2,2,8.15872
Kepler-445 d,1,3,8.15275
Kepler-24 b,1,4,8.1453
DS Tuc A b,2,1,8.138268
HIP 57274 b,1,3,8.1352
Kepler-65 d,1,4,8.13123
K2-213 b,1,1,8.13087
Kepler-133 b,1,2,8.129976
Kepler-269 c,1,2,8.127899
HD 96700 b,1,3,8.1245
Kepler-259 b,1,2,8.115317
Kepler-691 b,1,1,8.114379
Kepler-226 d,1,3,8.109044
Kepler-1555 b,1,1,8.10501635
Kepler-237 c,1,2,8.103636
Kepler-714 b,1,1,8.09888799
Kepler-806 b,1,1,8.09219642
Kepler-979 b,1,1,8.0880135
Kepler-1439 b,1,1,8.07392849
Kepler-1210 b,1,1,8.07124073
K2-68 b,1,1,8.05428
Kepler-1434 b,1,1,8.05333618
G 264-012 c,1,2,8.0518
EPIC 205950854 c,1,2,8.050722
Kepler-897 b,1,1,8.0472642
Kepler-114 c,1,3,8.041
Kepler-931 b,1,1,8.03755877
Kepler-856 b,1,1,8.02768059
Kepler-494 b,1,1,8.02511821
Kepler-273 c,1,2,8.014927
Kepler-54 b,1,3,8.0109434
Kepler-341 c,1,4,8.01041
Kepler-173 c,1,2,8.005777
Kepler-394 b,1,2,8.005013
Kepler-1289 b,1,1,7.99019627
K2-136 b,2,3,7.975292
Kepler-524 b,1,2,7.97419807
Kepler-210 c,1,2,7.972513
TOI-1062 c,1,2,7.972
Kepler-1160 b,1,1,7.97034958
Kepler-989 b,1,1,7.96431535
Kepler-107 d,1,4,7.95839
K2-154 c,1,2,7.95486
Kepler-240 c,1,2,7.953528
HD 158259 e,1,5,7.951
Kepler-170 b,1,2,7.930592
WASP-59 b,1,1,7.919585
K2-19 b,1,3,7.9194
Kepler-422 b,1,1,7.8914483
Kepler-855 b,1,1,7.8866311
Kepler-52 b,1,3,7.8773565
WASP-105 b,1,1,7.87288
HD 109271 b,1,2,7.8543
Kepler-1588 b,1,1,7.84931739
KELT-6 b,1,2,7.8457
Kepler-411 c,2,4,7.834435
Kepler-235 c,1,4,7.824904
HATS-61 b,1,1,7.817953
K2-75 b,1,2,7.8142
K2-266 c,2,4,7.814
Kepler-50 b,1,2,7.81254
Kepler-163 b,1,2,7.810937
K2-188 c,1,2,7.810253
K2-351 b,1,1,7.806164
Kepler-447 b,1,1,7.79430132
HD 21749 c,1,2,7.78993
Kepler-206 b,1,3,7.781987
K2-239 c,1,3,7.775
Kepler-948 b,1,1,7.76846622
K2-72 d,1,4,7.760178
HIP 54373 b,1,2,7.76
Kepler-625 b,1,2,7.75192492
K2-141 c,1,2,7.7485
Kepler-690 b,1,1,7.74809437
Kepler-444 e,3,5,7.743493
K2-119 b,1,1,7.727283
Kepler-880 b,1,1,7.71468975
Kepler-1365 b,1,2,7.69993485
Kepler-216 b,1,2,7.693641
KOI-1833 d,1,3,7.685
Kepler-1198 b,1,1,7.6847716
K2-343 c,1,2,7.676972
Kepler-574 b,1,1,7.65880414
Kepler-166 b,1,3,7.650254
Kepler-18 c,1,3,7.64159
Kepler-887 c,1,2,7.63846023
Kepler-380 c,1,2,7.630004
WASP-126 c,1,2,7.63
Kepler-332 b,1,3,7.626324
K2-16 b,1,3,7.6188
Kepler-1590 b,1,1,7.61760804
Kepler-1640 b,1,1,7.5844126
K2-170 b,1,2,7.576544
Kepler-1303 b,1,1,7.56127224
Kepler-1033 b,1,1,7.56052806
Kepler-363 c,1,3,7.542427
NGTS-12 b,1,1,7.532806
Kepler-118 b,1,2,7.518496
K2-153 b,1,1,7.51574
Kepler-450 d,1,3,7.51464
K2-73 b,1,1,7.49543
TOI-1260 c,1,2,7.49325
Kepler-245 b,1,4,7.49019
Kepler-1248 b,1,1,7.46725407
Kepler-208 c,1,4,7.466623
L 98-59 d,1,4,7.4507245
K2-198 d,1,3,7.4500177
Kepler-1370 c,1,2,7.44142113
Kepler-1220 b,1,1,7.42693741
Kepler-769 b,1,2,7.42608998
Kepler-391 b,1,2,7.416755
Kepler-329 b,1,2,7.416397
Kepler-345 b,1,2,7.415563
Kepler-713 b,1,1,7.411141
Kepler-271 c,1,3,7.41086267
Kepler-748 b,1,1,7.40742793
Kepler-167 c,2,4,7.406114
K2-126 b,1,1,7.385655
Kepler-223 b,1,4,7.38449
Kepler-150 c,1,5,7.381998
K2-199 c,1,2,7.374694
GJ 433 b,1,3,7.3705
HD 93385 b,1,3,7.3426
Kepler-74 b,1,1,7.340711
Kepler-764 b,1,1,7.33683936
HATS-72 b,1,1,7.3279474
Kepler-1487 b,1,1,7.31946363
HD 215152 c,1,4,7.28243
Kepler-678 b,1,1,7.27503724
Kepler-186 c,1,5,7.267302
Kepler-1516 b,1,1,7.25931979
Kepler-464 b,1,1,7.25696522
Kepler-306 c,1,4,7.240193
Kepler-629 b,1,1,7.2385854
Kepler-1017 b,1,1,7.23400469
Kepler-234 c,1,2,7.21205
Kepler-49 b,1,4,7.2037945
Kepler-1627 b,1,1,7.20283653
GJ 667 C b,3,5,7.2004
Kepler-850 b,1,1,7.19303878
K2-347 b,1,1,7.187257
Kepler-360 c,1,2,7.186434
K2-248 b,1,1,7.17256
Kepler-414 c,1,2,7.171
Kepler-853 b,1,1,7.16892463
Kepler-250 c,1,3,7.156804
K2-187 d,1,4,7.14921
Kepler-832 b,1,1,7.1396941
K2-285 c,1,4,7.138048
WASP-132 b,1,1,7.133521
Kepler-60 b,1,3,7.1334
Kepler-1298 b,1,1,7.12811928
HD 217107 b,1,2,7.12682
Kepler-105 c,1,2,7.1262
K2-279 b,1,1,7.122605
Kepler-249 c,1,3,7.113702
HD 63433 b,1,2,7.10793
Kepler-23 b,1,3,7.1073
Kepler-779 b,2,1,7.09714223
Kepler-102 c,1,5,7.07142
K2-69 b,1,1,7.06599
Kepler-161 c,1,2,7.06424
Kepler-1358 b,1,1,7.06317341
Kepler-303 c,1,2,7.061149
K2-233 c,1,3,7.06005
Kepler-348 b,1,2,7.05677
K2-204 b,1,1,7.055784
Kepler-292 d,1,5,7.055679
Kepler-395 b,1,2,7.054346
Kepler-783 c,1,2,7.05395
K2-58 b,1,3,7.05254
Kepler-80 b,1,6,7.05246
Kepler-972 b,1,1,7.03932553
Kepler-741 b,1,1,7.03902374
Kepler-403 b,1,3,7.031462
GJ 393 b,1,1,7.02679
Kepler-157 d,1,3,7.02573474
Kepler-1225 b,1,1,7.01075434
Kepler-141 c,1,2,7.010606
K2-318 b,1,1,7.01
KOI-351 b,1,8,7.008151
Kepler-610 b,1,2,6.99692655
Kepler-900 b,1,1,6.9913086
Kepler-339 c,1,3,6.988055
K2-71 b,1,1,6.98541
Kepler-1576 b,1,1,6.98471973
TOI-559 b,1,1,6.9839095
Kepler-1274 b,1,1,6.98152703
Kepler-1543 b,1,1,6.96710269
HIP 67522 b,1,1,6.959503
NGC 2682 YBP 1194 b,1,1,6.959
Kepler-1574 b,1,1,6.9424334
Kepler-319 c,1,3,6.941357
Kepler-923 b,1,1,6.93366476
K2-325 b,1,1,6.93
K2-148 c,2,3,6.9226
Kepler-1048 b,1,1,6.92101021
Kepler-162 b,1,2,6.919798
Kepler-1421 b,1,1,6.9131112
Kepler-848 b,1,1,6.91134416
GJ 3942 b,1,1,6.905
K2-181 b,1,1,6.894256
Kepler-1174 b,1,1,6.89225223
Kepler-100 b,1,3,6.88705
Kepler-299 c,1,4,6.885875
Kepler-506 b,1,1,6.8834055
Kepler-829 b,1,1,6.88337562
Kepler-267 c,1,3,6.87745
Kepler-40 b,1,1,6.87349
WASP-38 b,1,1,6.87188
Kepler-372 b,1,3,6.849692
Kepler-265 b,1,4,6.846262
HD 185269 b,3,1,6.83776
Kepler-398 d,1,3,6.83437001
Kepler-316 c,1,2,6.827766
Kepler-431 b,1,3,6.803
EPIC 201170410.02,1,1,6.7987
Kepler-387 b,1,2,6.791636
Kepler-14 b,2,1,6.790123
Kepler-1044 b,1,1,6.77408868
K2-27 b,3,1,6.771315
Kepler-684 b,1,1,6.77030201
Kepler-326 d,1,3,6.766888
Kepler-46 d,1,3,6.766589
HD 219134 c,1,6,6.76458
Kepler-1616 b,1,1,6.76284377
HD 110113 c,1,2,6.744
Kepler-1386 b,1,1,6.73972381
Kepler-225 b,1,2,6.738975
Kepler-390 b,2,2,6.738088
CoRoTID 223977153 b,1,1,6.71837
Kepler-1420 b,1,1,6.69960006
GJ 1061 c,1,3,6.689
K2-42 b,1,1,6.68796
K2-189 c,1,2,6.679195
HIP 14810 b,1,3,6.673892
DMPP-3 A b,2,1,6.6732
K2-163 b,1,1,6.673117
K2-62 b,1,2,6.67202
Kepler-252 b,1,2,6.668391
K2-219 c,1,3,6.66767
Kepler-1642 c,1,2,6.6513802
Kepler-294 c,1,2,6.6264
Kepler-266 b,1,2,6.61833
DMPP-1 c,1,4,6.584
Kepler-257 c,1,3,6.581484
Kepler-677 b,1,1,6.57531678
K2-140 b,1,1,6.569188
Kepler-335 b,1,2,6.562331
TOI-178 d,1,6,6.5577
Kepler-920 b,1,2,6.53192704
K2-64 b,1,1,6.53044
Kepler-609 b,1,1,6.52121067
K2-242 b,1,1,6.51389
Kepler-346 b,1,2,6.511127
Kepler-583 b,1,1,6.5100253
Kepler-1005 b,1,1,6.49801525
HD 102956 b,2,1,6.4947
Kepler-1265 b,1,1,6.49441289
K2-247 c,1,2,6.49424
Kepler-730 b,1,2,6.49168281
HD 176986 b,1,2,6.4898
Kepler-109 b,1,2,6.48163
Kepler-1390 b,1,1,6.48021673
Kepler-357 b,1,3,6.475434
Kepler-192 d,1,3,6.47027579
K2-37 c,1,3,6.42904
Kepler-1100 b,1,1,6.42200058
K2-84 b,1,2,6.4215
Kepler-132 c,2,4,6.414914
K2-124 b,1,1,6.413651
Kepler-608 b,1,1,6.41251504
HD 168746 b,1,1,6.404
Kepler-796 b,1,1,6.40087618
Kepler-179 c,1,2,6.40013
Kepler-172 c,1,4,6.388996
TOI-530 b,1,1,6.387597
K2-169 b,1,1,6.380803
Kepler-694 b,1,1,6.36584161
K2-155 b,1,3,6.342
Kepler-893 b,1,1,6.33855761
K2-277 b,1,1,6.326763
Kepler-416 b,1,2,6.319
Kepler-120 b,1,2,6.312501
Kepler-248 b,1,2,6.308205
Kepler-1577 b,1,1,6.30560247
Kepler-1581 b,1,1,6.28385491
HD 68988 b,1,2,6.27711
pi Men c,1,2,6.2679
Kepler-1335 b,1,1,6.26406846
Kepler-229 b,1,3,6.252972
Kepler-91 b,1,1,6.24658
Kepler-886 b,1,1,6.24146367
Kepler-25 b,2,3,6.238297
Kepler-1070 b,1,1,6.2216147
K2-317 b,1,1,6.22
Kepler-603 d,1,3,6.2171292
CoRoT-8 b,1,1,6.21229
HD 108236 c,1,5,6.203449
GJ 9827 d,1,3,6.2014698
Kepler-169 c,1,5,6.195469
Kepler-444 d,3,5,6.189392
Kepler-285 c,1,2,6.186676
EPIC 246851721 b,2,1,6.180235
Kepler-1071 b,1,1,6.1799844
Kepler-132 b,2,4,6.178196
Kepler-106 b,1,4,6.16486
Kepler-238 c,1,5,6.155557
Kepler-1076 b,1,1,6.14727918
Kepler-814 b,1,1,6.1469851
HD 118203 b,1,1,6.1335
K2-268 e,1,5,6.131243
Kepler-402 c,1,4,6.124821
Kepler-1163 b,1,1,6.11786898
Kepler-1169 b,1,1,6.11009134
Kepler-1637 b,1,1,6.10960324
Kepler-1618 b,1,1,6.10826019
Kepler-734 b,1,1,6.10485286
K2-81 b,1,1,6.102325
TRAPPIST-1 e,1,7,6.101013
Kepler-766 b,1,1,6.10027804
Kepler-20 e,2,6,6.09852281
Kepler-288 b,1,3,6.097326
HD 285507 b,1,1,6.0881
Kepler-638 b,1,1,6.07972888
Kepler-272 c,1,3,6.057342
Kepler-211 c,1,2,6.04045
HD 219666 b,1,1,6.03607
K2-240 b,1,2,6.034
Kepler-1270 b,1,1,6.03356196
Kepler-101 c,1,2,6.02976
Kepler-661 b,1,1,6.02930132
Kepler-547 b,1,1,6.01038429
Kepler-135 b,1,2,6.00253
Wolf 503 b,1,1,6.00118
Kepler-188 c,1,2,5.996553
Kepler-1542 d,1,4,5.99273738
Kepler-999 b,1,1,5.99185702
GJ 3138 c,1,3,5.974
HR 858 c,2,3,5.97293
Kepler-116 b,1,2,5.968734
Kepler-314 c,1,2,5.960392
Kepler-1692 b,1,1,5.95966
Kepler-81 b,1,3,5.955
Kepler-1074 b,1,1,5.94566534
Kepler-191 d,1,3,5.94504102
Kepler-1481 b,1,1,5.94220998
Kepler-155 b,1,2,5.931194
Kepler-349 b,1,2,5.929778
Kepler-224 c,1,4,5.925003
WASP-139 b,2,1,5.924262
Kepler-309 b,1,2,5.923653
Kepler-286 d,1,4,5.914323
Kepler-28 b,1,2,5.9123
Kepler-957 b,1,1,5.90741354
K2-158 c,1,2,5.90279
Kepler-82 e,1,5,5.902206
Kepler-32 b,1,5,5.90124
HD 103774 b,2,1,5.8881
HD 45184 b,1,2,5.8854
Kepler-144 b,1,2,5.885273
Kepler-898 b,1,1,5.8706191
K2-173 b,1,1,5.868699
Kepler-207 d,1,3,5.868075
Kepler-1431 b,1,1,5.86601526
Kepler-65 c,1,4,5.859944
TOI-150.01,1,1,5.857487
Kepler-590 b,1,1,5.85296257
Kepler-296 c,2,5,5.8416366
K2-264 b,1,2,5.840002
Kepler-256 d,1,4,5.839172
Kepler-523 b,1,1,5.83598311
Kepler-864 b,1,1,5.83376092
Kepler-254 b,1,3,5.826662
K2-113 b,1,1,5.817685
Kepler-353 b,2,2,5.795278
Kepler-1569 b,1,1,5.79180156
Kepler-1687 b,1,1,5.77954
Kepler-1336 c,1,2,5.77721211
Kepler-125 c,1,2,5.774464
HD 1461 b,1,2,5.77152
K2-246 b,1,1,5.76918
Kepler-122 b,1,5,5.766193
HD 215152 b,1,4,5.75999
HD 10180 c,1,6,5.75969
Kepler-1011 b,1,1,5.75322197
WASP-99 b,1,1,5.75251
WASP-129 b,2,1,5.748145
Kepler-753 b,1,1,5.74772501
G 9-40 b,1,1,5.746007
Kepler-728 b,1,1,5.74347727
K2-355 b,1,1,5.7385647
HD 77338 b,1,1,5.7361
K2-5 b,1,2,5.73594
Kepler-57 b,1,2,5.7293196
Kepler-777 b,1,1,5.72812599
Kepler-1254 d,1,3,5.72717226
HAT-P-29 b,2,1,5.72319
WASP-107 b,1,2,5.7214742
Kepler-1534 b,1,1,5.71668872
Kepler-243 b,1,2,5.715442
Kepler-62 b,1,5,5.714932
Kepler-255 b,1,3,5.714606
Kepler-968 c,1,3,5.70940492
Kepler-291 c,1,2,5.700786
Kepler-884 b,1,1,5.69919514
Kepler-221 c,1,4,5.690586
Kepler-183 b,1,2,5.687945
K2-128 b,1,1,5.675819
Kepler-33 b,1,5,5.66793
Kepler-474 b,1,1,5.66067294
TOI-270 c,1,3,5.6605731
K2-44 b,1,1,5.657
Kepler-998 b,1,1,5.65377733
Kepler-514 b,2,1,5.65179605
WASP-150 b,1,1,5.644207
Kepler-501 b,1,1,5.64067757
HD 39194 b,1,3,5.6368
HAT-P-2 b,1,1,5.6335158
Kepler-499 b,1,1,5.63252845
Kepler-381 b,1,2,5.629021
K2-171 b,1,1,5.628466
Kepler-831 b,1,1,5.62153941
Kepler-1688 b,1,1,5.62012
WASP-169 b,1,1,5.6114118
K2-35 c,1,2,5.608352
TOI-763 b,1,2,5.6057
K2-80 c,1,3,5.605
Kepler-1191 b,1,1,5.60014851
BD-08 2823 b,1,2,5.6
Kepler-197 b,2,4,5.599308
K2-72 b,1,4,5.577212
Kepler-1293 b,1,1,5.57654784
KELT-24 b,1,1,5.5514926
Kepler-1517 b,1,1,5.54608367
Kepler-1388 c,1,4,5.53608151
Kepler-373 b,1,2,5.535309
Kepler-317 b,1,2,5.524242
K2-256 b,1,1,5.52011
DMPP-1 e,1,4,5.516
Kepler-1012 b,1,1,5.50860439
HAT-P-18 b,1,1,5.508023
Kepler-1572 b,1,1,5.49548621
Kepler-305 b,1,4,5.487
WASP-172 b,1,1,5.477433
Kepler-354 b,1,3,5.47666
Kepler-334 b,1,3,5.470319
Kepler-526 b,1,1,5.45849832
Kepler-1130 b,2,1,5.45298175
HAT-P-34 b,1,1,5.452654
Kepler-1312 b,1,1,5.44832529
K2-117 c,1,2,5.444017
WASP-166 b,1,1,5.44354
TOI-237 b,1,1,5.436098
Kepler-176 b,1,4,5.433074
K2-33 b,1,1,5.424865
Kepler-1314 b,1,1,5.42474928
Kepler-301 c,1,3,5.419026
HATS-59 b,1,2,5.416081
Kepler-105 b,1,2,5.4122
WASP-161 b,1,1,5.4060425
K2-138 d,1,6,5.40479
Kepler-619 b,1,2,5.4042722
Kepler-68 b,2,3,5.3988
HD 7924 b,1,3,5.39792
Kepler-721 b,1,1,5.39202539
Kepler-601 b,1,1,5.37886844
Kepler-217 b,1,3,5.374943
Kepler-203 c,1,3,5.370647
GJ 581 b,1,3,5.3686
WASP-190 b,1,1,5.367753
GJ 3323 b,1,2,5.3636
LTT 1445 A b,3,1,5.35882
CoRoT-16 b,1,1,5.35227
K2-111 b,1,2,5.3518
Kepler-561 c,1,2,5.35016198
Kepler-1213 b,1,1,5.34982412
Kepler-226 c,1,3,5.349555
Kepler-1643 b,1,1,5.34264507
Kepler-392 b,1,2,5.341853
K2-36 c,1,2,5.340888
Kepler-1529 b,1,1,5.33905686
Kepler-433 b,1,1,5.33408384
TOI-1601 b,1,1,5.331751
K2-176 b,1,1,5.329439
Kepler-1464 c,1,2,5.32786292
Kepler-269 b,1,2,5.326718
Kepler-1530 c,1,2,5.3227406
WASP-131 b,1,1,5.322023
Kepler-134 b,1,2,5.317429
Kepler-304 c,1,4,5.315946
HD 20781 b,2,5,5.3135
Kepler-1376 b,1,1,5.30880656
EPIC 206042996 b,1,2,5.29711
Kepler-1004 b,1,1,5.28789787
Kepler-102 b,1,5,5.28696
Kepler-552 b,1,1,5.26341577
Kepler-382 b,1,2,5.262155
K2-316 c,1,2,5.26
Kepler-271 d,1,3,5.24972541
Kepler-956 b,1,1,5.24867263
K2-239 b,1,3,5.24
