Planet Name,Num Stars,Num Planets,Orbital Period Days
Kepler-598 c,1,2,86.4945
Kepler-1411 b,1,1,86.1150888
Kepler-1605 b,1,1,85.7565495
Kepler-1204 b,1,1,85.7350285
HD 20781 e,2,5,85.5073
Kepler-857 b,1,1,85.35129427
Kepler-51 c,1,3,85.312
Kepler-1495 b,1,1,85.273256
Kepler-1510 b,1,1,84.703921
Kepler-462 b,1,2,84.6866
Kepler-1237 b,1,1,84.5733226
HD 21411 b,1,1,84.288
HD 114762 b,2,1,83.9151
TOI-813 b,1,1,83.8911
Kepler-1667 b,1,1,83.5781
Kepler-358 c,1,2,83.488369
Kepler-268 c,1,2,83.446393
Kepler-991 b,1,1,82.5342519
HD 35759 b,1,1,82.467
Kepler-1504 b,1,1,82.304003
Kepler-1489 b,1,1,82.294751
Kepler-129 c,1,3,82.2
Kepler-1475 b,1,1,82.177374
Kepler-538 b,2,1,81.73778
Kepler-1442 b,1,1,81.4162941
Kepler-1101 b,1,1,81.3151059
Kepler-591 b,1,1,81.1694299
Kepler-79 e,1,4,81.0659
Kepler-700 b,1,1,80.8720639
Kepler-1094 b,1,1,78.1000231
Kepler-20 d,2,6,77.61130017
Kepler-298 d,1,3,77.473633
Kepler-1080 b,1,1,77.2548396
TOI-561 e,1,5,77.23
Kepler-359 d,1,3,77.095691
Kepler-1135 b,1,1,76.957857
Kepler-146 c,1,2,76.732171
Kepler-1354 b,1,1,76.613377
Kepler-1129 c,1,2,76.5369586
Kepler-1628 b,1,1,76.378033
Kepler-858 b,1,1,76.13602028
Kepler-260 c,1,2,76.050178
HD 164922 c,1,4,75.74
Kepler-82 f,1,5,75.732
HD 16141 b,2,1,75.523
HD 163607 b,1,2,75.2203
KIC 8540376 c,1,2,75.2
Kepler-297 c,1,2,74.920137
HD 192310 b,1,2,74.72
BD-11 4672 c,1,2,74.2
GJ 96 b,1,1,73.94
Kepler-368 c,1,2,72.379334
Kepler-951 b,2,1,71.52530845
HD 178911 B b,3,1,71.484
Kepler-930 b,1,1,71.4517775
Kepler-328 c,1,2,71.312
Kepler-1524 b,1,1,70.9674603
Kepler-888 b,1,1,70.6979061
HD 101930 b,2,1,70.46
GJ 2056 b,1,1,69.971
Kepler-1681 b,1,1,69.8956
Kepler-419 b,1,2,69.7546
Kepler-409 b,1,1,68.9584
Kepler-1253 b,1,1,68.8861915
HD 109246 b,1,1,68.27
Kepler-215 e,1,4,68.16101
Kepler-371 c,1,2,67.968015
Kepler-335 c,1,2,67.844469
Kepler-265 e,1,4,67.831024
Kepler-937 b,1,2,67.668827
HIP 65407 c,1,2,67.3
Kepler-199 c,1,2,67.093408
Kepler-437 b,1,1,66.65062
Kepler-1280 b,1,1,66.5579057
PSR B1257+12 c,1,3,66.5419
Kepler-1024 b,1,1,66.4162133
Kepler-1596 b,1,1,66.373379
Kepler-413 b,2,1,66.262
Kepler-1196 b,1,1,66.1849031
Kepler-289 d,1,3,66.0634
Kepler-1696 b,1,1,65.9409
Kepler-1462 b,1,1,65.6488341
Kepler-1151 b,1,1,65.6478424
EPIC 212737443 c,1,2,65.55
Kepler-1496 b,1,1,64.6588017
Kepler-1562 b,1,1,64.2737752
Kepler-436 b,1,2,64.00205
Kepler-296 f,2,5,63.33627
HD 121504 b,1,1,63.33
Kepler-1675 b,1,1,63.0382
Kepler-19 d,1,3,62.95
Kepler-903 c,1,2,62.9228557
Kepler-1132 b,1,1,62.8916228
Kepler-1459 b,1,1,62.8691611
Kepler-379 c,1,2,62.784697
Kepler-1674 b,1,1,62.5611
Kepler-154 c,1,5,62.303276
HD 3651 b,1,1,62.25
GJ 667 C e,3,5,62.24
Kepler-1023 b,1,1,62.1387714
Kepler-1128 b,1,1,61.6178167
GJ 876 b,1,4,61.1166
Kepler-924 b,1,1,61.0370117
Kepler-517 b,2,1,60.92832271
Kepler-1410 b,1,1,60.866168
HIP 38594 b,1,2,60.722
Kepler-233 c,1,2,60.418955
Kepler-30 c,1,3,60.323105
Kepler-983 b,1,1,60.0855082
V1298 Tau e,1,4,60.0
Kepler-364 c,1,2,59.980627
Kepler-61 b,1,1,59.87756
KOI-351 d,1,8,59.73667
Kepler-940 b,1,1,59.6225257
Kepler-1359 b,1,1,59.4970952
HD 12484 b,1,1,58.83
Kepler-1092 b,1,1,58.6017925
HD 85512 b,1,1,58.43
Kepler-561 b,1,2,58.3620495
HD 168443 b,1,2,58.11247
Kepler-399 d,1,3,58.034616
Kepler-411 d,2,4,58.02035
Kepler-359 c,1,3,57.68802
HIP 12961 b,1,1,57.435
GJ 682 c,1,2,57.32
Kepler-351 c,1,3,57.24809
Kepler-46 c,1,3,57.011
Kepler-1085 c,1,2,56.7771
Kepler-1447 b,1,1,56.6747285
Kepler-1580 b,1,1,56.6449279
Kepler-288 d,1,3,56.633742
Kepler-310 c,1,3,56.47542
Kepler-986 b,1,1,56.4349938
Kepler-385 d,1,3,56.4159
Kepler-482 b,1,1,56.35418576
Kepler-122 f,1,5,56.268
Kepler-239 c,1,2,56.228098
Kepler-1047 b,1,2,56.1886887
Kepler-705 b,1,1,56.0560538
Kepler-1168 b,1,1,55.8226539
HD 104067 b,1,1,55.806
Kepler-934 b,1,1,55.6738309
GJ 357 d,1,3,55.661
Kepler-809 b,1,1,55.63934
Kepler-149 c,1,3,55.328328
HIP 107772 b,1,1,55.199
Kepler-361 c,1,2,55.188023
HD 95338 b,1,1,55.087
HD 37605 b,1,2,55.01292
Kepler-1486 b,1,1,54.6495759
Kepler-1450 b,1,1,54.5094166
Kepler-227 c,1,2,54.418694
Kepler-279 d,1,3,54.414
Kepler-1391 b,1,1,54.4092333
KOI-94 e,2,4,54.32031
Kepler-403 c,1,3,54.280749
Kepler-293 c,1,2,54.155743
HD 13808 c,1,2,53.753
HD 21693 c,1,2,53.7357
Kepler-1184 b,1,1,53.5991044
Kepler-367 c,1,2,53.578637
Kepler-786 b,1,1,53.5293487
Kepler-891 b,1,1,53.44945593
TOI-201 b,1,1,52.97818
Kepler-194 d,1,3,52.814973
Kepler-890 b,1,1,52.75875577
K2-185 c,1,2,52.713494
Kepler-155 c,1,2,52.661793
Kepler-938 b,1,1,52.6298417
Kepler-432 b,2,2,52.501129
Kepler-79 d,1,4,52.0902
Kepler-926 b,1,1,52.0688601
Kepler-827 b,1,1,51.92927591
Kepler-148 d,1,3,51.84688575
Kepler-324 c,1,3,51.805612
HD 40307 f,1,5,51.76
Kepler-104 d,2,3,51.755394
HD 74156 b,1,2,51.645
Kepler-82 c,1,5,51.54
Kepler-1102 b,1,1,51.3285623
Kepler-921 b,1,1,51.300634
HD 31527 c,1,3,51.2053
Kepler-37 e,1,4,51.196
Kepler-176 e,1,4,51.16579
Kepler-1272 b,1,1,51.1309704
Kepler-1457 b,1,1,51.1110243
Kepler-466 b,1,2,51.07926307
Kepler-278 c,1,2,51.078775
K2-118 b,1,1,50.92092
K2-263 b,1,1,50.818947
GJ 414 A b,2,2,50.8
Kepler-117 c,1,2,50.790391
Kepler-193 c,1,2,50.697494
Kepler-238 f,1,5,50.447
Kepler-803 b,1,1,50.28638192
Kepler-943 b,1,1,49.7701438
HD 90156 b,1,1,49.77
HD 10180 e,1,6,49.748
Kepler-978 b,1,1,49.6221509
Kepler-973 b,1,1,49.6077331
Kepler-198 c,1,3,49.567416
Kepler-357 d,1,3,49.499875
Kepler-47 b,2,3,49.4643
tau Cet h,1,4,49.41
Kepler-177 c,1,2,49.40926
Kepler-92 d,1,3,49.3568
Kepler-1455 b,1,1,49.276764
Kepler-108 b,2,2,49.183921
HD 34445 e,1,6,49.175
Kepler-1018 b,1,1,49.1013514
Kepler-276 d,1,3,48.648
Kepler-127 d,1,3,48.630408
Kepler-1261 b,1,1,48.4308991
K2-290 c,3,2,48.36685
K2-196 b,1,1,48.324222
GJ 3293 d,1,4,48.1345
HD 107148 b,2,2,48.056
Kepler-1498 b,1,1,48.051405
Kepler-1458 b,1,1,47.9872764
Kepler-219 d,1,3,47.903645
HD 103197 b,1,1,47.84
Kepler-1684 b,1,1,47.7055
Kepler-1397 b,1,1,47.449955
Kepler-196 c,1,2,47.427737
Kepler-263 c,1,2,47.332773
Kepler-401 c,1,3,47.318218
Kepler-1615 b,1,1,47.3126192
Kepler-1453 b,1,1,47.1611696
Kepler-1521 b,1,1,47.14840805
Kepler-1467 b,1,1,47.0569043
Kepler-1454 b,1,1,47.0319479
Kepler-153 c,1,2,46.90232
Kepler-1060 b,1,1,46.8779367
HD 219134 d,1,6,46.859
Kepler-26 e,1,4,46.827915
Kepler-11 f,1,6,46.6888
Kepler-655 b,1,1,46.4063358
Kepler-235 e,1,4,46.183669
Kepler-220 e,1,4,45.902733
HD 93385 d,1,3,45.85
HD 64114 b,1,1,45.791
Kepler-384 c,1,2,45.348269
Kepler-10 c,1,2,45.2946
Kepler-51 b,1,3,45.154
Kepler-1233 b,1,1,45.1263042
Kepler-1251 b,1,1,45.0904643
Kepler-942 b,1,1,44.96417488
Kepler-852 b,1,1,44.9309804
Kepler-287 c,1,2,44.851896
Kepler-306 e,1,4,44.840975
Kepler-218 c,1,3,44.699576
Kepler-1345 b,1,1,44.6169557
K2-3 d,1,3,44.55646
Kepler-84 f,1,5,44.552169
HD 177565 b,1,1,44.505
Kepler-338 d,1,4,44.431014
55 Cnc c,2,5,44.3989
Kepler-282 e,1,4,44.347
HD 147018 b,1,2,44.236
Kepler-1499 b,1,1,44.2008
HD 45652 b,1,1,44.073
Kepler-174 c,1,3,44.000529
Kepler-106 e,1,4,43.8445
Kepler-159 c,1,2,43.595792
Kepler-944 b,1,1,43.3167737
Kepler-265 d,1,4,43.130617
Kepler-984 b,1,1,43.0342272
Kepler-396 b,1,2,42.994
Kepler-549 b,1,2,42.9495649
Kepler-1452 b,1,1,42.913751
Kepler-48 d,1,4,42.8961
Kepler-145 c,1,2,42.882
Kepler-31 c,1,3,42.6318
Kepler-1419 b,1,1,42.5215895
Kepler-341 e,1,4,42.473269
HD 26965 b,3,1,42.378
Kepler-1326 b,1,1,42.3514267
K2-24 c,1,2,42.3391
Kepler-1113 b,1,1,42.3004954
Kepler-1122 b,1,1,42.1917357
Kepler-55 c,1,5,42.1516418
K2-138 g,1,6,41.96797
Kepler-180 c,1,2,41.885775
Kepler-142 d,1,3,41.809118
Kepler-759 b,1,1,41.805985
HD 164922 e,1,4,41.763
Kepler-209 c,1,2,41.749882
Kepler-509 b,1,1,41.74600392
Kepler-1502 b,1,1,41.7083629
Kepler-906 b,1,1,41.6979976
Kepler-1116 b,1,1,41.6977827
BD+20 594 b,1,1,41.6855
HIP 35173 b,1,1,41.516
K2-186 b,1,1,41.474219
Kepler-667 b,1,1,41.43962808
Kepler-706 b,1,1,41.40831347
GJ 1148 b,1,2,41.38
Kepler-229 d,1,3,41.194912
Kepler-33 f,1,5,41.02902
Kepler-121 c,1,2,41.008011
Kepler-1268 b,1,1,40.9903986
HD 5278 c,1,2,40.87
Kepler-1277 b,1,1,40.8365012
Kepler-264 b,1,2,40.806231
K2-155 d,1,3,40.718
Kepler-1666 c,1,2,40.7157
Kepler-300 c,1,2,40.714955
Kepler-627 b,1,1,40.6994443
Kepler-581 b,1,1,40.6069821
GJ 3323 c,1,2,40.54
Kepler-1360 b,1,1,40.5286413
Kepler-869 b,1,1,40.4287755
HD 20794 c,1,4,40.114
Kepler-902 b,1,1,40.1099547
Kepler-58 d,1,3,40.101371
Kepler-874 b,1,1,40.0686727
Kepler-802 b,1,1,40.0587473
HD 164595 b,2,1,40.0
K2-11 b,1,1,39.93767
K2-13 b,1,1,39.91488
Kepler-1440 b,1,1,39.859484
rho CrB b,1,2,39.8458
Kepler-1488 b,1,1,39.8189932
Kepler-37 d,1,4,39.7922
K2-194 b,1,1,39.721386
Kepler-725 b,1,1,39.64317811
Kepler-171 d,1,3,39.595519
HD 72892 b,1,1,39.475
Kepler-342 d,1,4,39.459357
Kepler-1441 b,1,1,39.4419839
Kepler-530 b,2,1,39.30941904
GJ 667 C f,3,5,39.026
Kepler-9 c,1,3,38.9853
Kepler-297 b,1,2,38.871826
Kepler-325 d,1,3,38.715185
Kepler-1118 b,1,1,38.6715075
Kepler-487 c,1,2,38.6519976
Kepler-522 b,1,1,38.58422849
Kepler-53 c,1,3,38.5583038
Kepler-1043 b,1,1,38.5053398
Kepler-468 b,1,1,38.47875707
Kepler-672 b,1,1,38.3774623
HD 191939 d,1,3,38.3561
Kepler-299 e,1,4,38.285489
GJ 687 b,1,2,38.142
Kepler-1472 b,1,1,38.1312831
Kepler-1652 b,1,1,38.09722
61 Vir c,1,3,38.021
Kepler-122 e,1,5,37.993273
Kepler-1175 b,1,1,37.94563
HD 11964 c,2,2,37.91
Kepler-362 c,1,2,37.866281
Kepler-367 b,1,2,37.815724
Kepler-839 b,1,1,37.8144514
Kepler-1109 b,1,1,37.6467384
Kepler-1388 e,1,4,37.6327084
Kepler-284 c,1,2,37.514456
TOI-700 d,1,3,37.42475
Kepler-1269 b,1,1,37.3331536
Kepler-1025 b,1,1,37.3229493
Kepler-351 b,1,3,37.054919
HD 43691 b,3,1,36.9987
Kepler-259 c,1,2,36.924931
Kepler-177 b,1,2,36.8601
Kepler-290 c,1,2,36.77031
K2-341 b,1,1,36.552551
Kepler-1026 b,1,1,36.5156053
Kepler-52 d,1,3,36.445171
Kepler-1474 b,1,1,36.4333452
Kepler-281 c,1,2,36.337373
Kepler-1255 b,1,1,36.2919336
Kepler-245 d,1,4,36.277108
HD 27894 c,1,3,36.07
Kepler-241 c,1,2,36.065978
GJ 433 d,1,3,36.059
Kepler-430 b,1,2,35.968
EPIC 249893012 d,1,3,35.747
Kepler-279 c,1,3,35.736
GJ 832 c,1,2,35.68
Kepler-275 d,1,3,35.676062
Kepler-1451 b,1,1,35.622233
Kepler-747 b,1,1,35.61760587
GJ 143 b,1,2,35.61253
NGTS-11 b,1,1,35.45533
HD 216520 b,1,2,35.45
GJ 676 A e,2,4,35.39
Kepler-100 d,1,3,35.3331
Kepler-438 b,1,1,35.23319
TOI-2257 b,1,1,35.189346
Kepler-584 b,1,1,35.1810304
Kepler-172 e,1,4,35.118736
Kepler-395 c,1,2,34.989262
Kepler-20 g,2,6,34.94
Kepler-328 b,1,2,34.921
HD 204313 c,1,2,34.905
EPIC 212499991 b,1,1,34.885
Kepler-1052 b,1,1,34.8538276
Kepler-371 b,1,2,34.763278
TOI-216.01,1,2,34.556
Kepler-289 b,1,3,34.545
WASP-148 c,1,2,34.516
Kepler-512 b,1,1,34.43587975
Kepler-1077 b,1,1,34.3511874
Kepler-1010 b,1,1,34.2685705
Kepler-166 c,1,3,34.260281
Kepler-332 d,1,3,34.21154
Kepler-569 b,1,1,34.18890521
Kepler-969 b,1,2,34.1731714
KOI-1831 d,1,3,34.169
HIP 4845 b,1,1,34.15
Kepler-296 e,2,5,34.14211
Kepler-195 c,1,2,34.096863
Kepler-358 b,1,2,34.060467
Kepler-175 c,1,2,34.035257
HD 20003 c,1,2,33.9239
HD 39194 d,1,3,33.91
Kepler-295 d,1,3,33.884054
Kepler-1325 b,1,1,33.8786838
Kepler-925 b,1,1,33.8678531
Kepler-1673 b,1,1,33.7888
HD 189567 c,1,2,33.688
Kepler-449 c,1,2,33.6727
Kepler-258 c,1,2,33.653079
Kepler-46 b,1,3,33.60134
Kepler-1697 b,1,1,33.4969
Kepler-1155 b,1,1,33.469743
Kepler-1444 b,1,1,33.42035034
Kepler-1083 b,1,1,33.4177993
Kepler-147 c,1,2,33.416423
Kepler-879 b,1,1,33.3855938
Kepler-1166 b,1,1,33.2406882
Kepler-819 b,1,1,33.1995648
Kepler-274 c,1,2,33.197861
Kepler-154 b,1,5,33.040532
Kepler-277 c,1,2,33.006
K2-18 b,1,2,32.939623
Kepler-1641 c,1,2,32.657212
K2-152 b,1,1,32.6479
Kepler-230 b,1,2,32.625555
Kepler-1162 b,1,1,32.5637069
Kepler-916 b,1,1,32.2968798
Kepler-313 c,1,2,32.273273
Kepler-331 d,1,3,32.134328
HIP 57274 c,1,3,32.03
Kepler-11 e,1,6,31.9996
Kepler-276 c,1,3,31.884
KOI-3503 c,1,2,31.828
Kepler-1465 b,1,1,31.8277111
KIC 8540376 b,1,2,31.8099
Kepler-1178 b,1,1,31.80634
Kepler-212 c,1,2,31.805174
Kepler-33 e,1,5,31.7844
Kepler-319 d,1,3,31.781925
Kepler-1464 b,1,2,31.7785901
Kepler-110 c,1,2,31.719775
K2-32 d,2,4,31.71701
HIP 41378 c,1,5,31.70648
K2-47 b,1,1,31.6372
Kepler-784 b,1,1,31.5922646
Kepler-1656 b,1,1,31.578659
HD 69830 c,1,3,31.56
Kepler-133 c,1,2,31.517586
Kepler-411 e,2,4,31.509728
K2-288 B b,2,1,31.393463
Kepler-27 c,1,2,31.3309
Kepler-383 c,1,2,31.200751
Kepler-1466 b,1,1,31.1750448
Kepler-146 b,1,2,31.158799
Kepler-1236 b,1,1,31.0571618
Kepler-945 b,1,1,31.0033814
Kepler-632 b,1,1,30.99660733
K2-123 b,1,1,30.951524
Kepler-124 d,1,3,30.950851
K2-6 b,1,1,30.94191
HD 109271 c,1,2,30.93
Kepler-215 d,1,4,30.864423
Kepler-805 b,1,1,30.8638931
Kepler-1505 b,1,1,30.8609366
Kepler-150 e,1,5,30.826557
GJ 3293 b,1,4,30.5987
Kepler-1484 b,1,1,30.4549136
Kepler-486 b,1,1,30.36044667
24 Boo b,1,1,30.3506
Kepler-483 b,1,1,30.229104
Kepler-302 b,1,2,30.184104
Kepler-278 b,1,2,30.160546
Kepler-251 d,1,4,30.133001
Kepler-372 d,1,3,30.092568
GJ 876 c,1,4,30.0881
HD 9446 b,1,2,30.052
Kepler-160 d,1,3,30.0
Kepler-1460 b,1,1,29.9633247
Kepler-1676 b,1,1,29.9221
Kepler-576 b,1,1,29.91136794
Kepler-649 b,1,1,29.90722674
Kepler-531 b,1,1,29.88485741
HD 3167 c,1,3,29.83832
K2-340 b,1,1,29.740451
Kepler-405 c,1,2,29.726682
Kepler-647 c,1,2,29.6663
K2-172 c,1,2,29.62682
HD 23472 c,1,2,29.625
Kepler-795 b,2,1,29.6193421
Kepler-1424 b,1,1,29.6091744
HD 108236 f,1,5,29.54115
Kepler-127 c,1,3,29.393195
Kepler-1461 b,1,1,29.3494775
Kepler-30 b,1,3,29.33434
Kepler-286 e,1,4,29.221289
Kepler-149 b,1,3,29.198943
HD 20781 d,2,5,29.158
Kepler-184 d,1,3,29.022358
TOI-1899 b,1,1,29.02
HD 175607 b,1,1,29.01
Kepler-558 b,1,1,29.00790538
Kepler-164 d,1,3,28.986769
Kepler-378 c,1,2,28.906009
K2-80 d,1,3,28.867253
Kepler-513 b,1,1,28.86235584
Kepler-1309 b,1,1,28.8432647
Kepler-214 c,1,2,28.7798
Kepler-19 c,1,3,28.731
Kepler-1202 b,1,1,28.6851324
K2-7 b,1,1,28.67992
Kepler-1273 b,1,1,28.625653
Kepler-737 b,1,1,28.59915399
HD 191939 c,1,3,28.58059
Kepler-112 c,1,2,28.574263
Kepler-158 c,1,2,28.551383
Kepler-533 b,1,1,28.51120525
Kepler-1183 b,1,1,28.5057189
K2-195 c,1,2,28.482786
Kepler-1266 b,1,1,28.474748
Kepler-267 d,1,3,28.464515
Kepler-450 b,1,3,28.454851
K2-139 b,1,1,28.380619
Kepler-995 b,1,1,28.26731672
Kepler-1405 b,1,1,28.2274184
EPIC 201238110 b,1,1,28.1656
GJ 667 C c,3,5,28.14
HIP 65407 b,1,2,28.125
Kepler-220 d,1,4,28.122397
Kepler-222 d,1,3,28.081912
Kepler-55 b,1,5,27.9481449
K2-84 c,1,2,27.86
Kepler-699 b,1,1,27.80756293
Kepler-341 d,1,4,27.666313
Kepler-765 b,1,1,27.6655226
HD 136352 c,1,3,27.59221
Kepler-1348 b,1,1,27.5722742
Kepler-505 b,1,1,27.52197994
Kepler-130 c,2,3,27.50868
Kepler-875 b,1,1,27.5073799
Kepler-1056 b,1,1,27.495606
Kepler-1617 b,1,1,27.4785572
Kepler-102 f,1,5,27.4536
Kepler-84 e,1,5,27.434389
Kepler-79 c,1,4,27.4029
K2-286 b,1,1,27.359
Kepler-347 c,1,2,27.320871
TOI-2285 b,1,1,27.26955
Kepler-143 c,1,2,27.082511
Kepler-797 b,1,1,27.07237711
Kepler-377 c,1,2,27.014976
Kepler-947 b,1,1,26.9644317
Kepler-977 b,1,1,26.85328322
Kepler-368 b,1,2,26.84768
K2-241 b,1,1,26.8199
Kepler-1232 b,1,1,26.7839183
Kepler-92 c,1,3,26.723
Kepler-123 c,1,2,26.695074
HD 224693 b,1,1,26.6904
K2-319 b,1,1,26.68
Kepler-399 c,1,3,26.67569
K2-205 b,1,1,26.672263
K2-133 e,1,4,26.5841
Kepler-1570 b,1,1,26.548955
TYC 3667-1280-1 b,1,1,26.468
Kepler-82 b,1,5,26.44
Kepler-1045 b,1,1,26.41045478
Kepler-681 b,1,1,26.39435646
K2-268 f,1,5,26.27057
Kepler-342 c,1,4,26.234138
K2-346 b,1,1,26.201446
Kepler-350 d,1,3,26.136
Kepler-1478 b,1,1,26.0840594
Kepler-1172 b,1,1,26.0204423
Kepler-1051 b,1,1,25.96200249
Kepler-878 b,1,1,25.9422033
Kepler-268 b,1,2,25.934138
Kepler-1369 b,1,1,25.873148
Kepler-604 b,1,1,25.85501786
Kepler-1666 b,1,2,25.8476
HD 117618 b,1,1,25.8
Kepler-355 c,1,2,25.762294
Kepler-176 d,1,4,25.751974
Kepler-364 b,1,2,25.745718
Kepler-577 b,1,1,25.69578251
Kepler-201 b,1,2,25.672083
Kepler-204 c,1,2,25.660593
GJ 163 c,1,3,25.63058
TOI-561 d,1,5,25.62
K2-136 d,2,3,25.575065
Kepler-359 b,1,3,25.563222
Kepler-131 c,1,2,25.5169
K2-63 c,1,2,25.4556
Kepler-1509 b,1,1,25.4338197
Kepler-1381 b,1,1,25.3842686
Kepler-1209 b,1,1,25.369116
Kepler-508 b,1,1,25.30889748
Kepler-595 b,1,2,25.3029092
Kepler-270 c,1,2,25.262887
PSR B1257+12 b,1,3,25.262
Kepler-85 e,1,4,25.216751
Kepler-197 e,2,4,25.209715
Kepler-1192 b,1,1,25.2034787
HD 211970 b,1,1,25.201
HD 215152 e,1,4,25.1967
Kepler-386 c,1,2,25.193458
Kepler-1463 b,1,1,25.15864
Kepler-334 d,1,3,25.09849
Kepler-1093 b,1,2,25.0824626
Kepler-467 b,1,1,24.99324193
K2-243 c,1,2,24.94598
K2-323 b,1,1,24.93
Kepler-516 b,1,1,24.85462415
Kepler-282 d,1,4,24.806
Kepler-1041 b,1,1,24.7576421
Kepler-1353 b,1,1,24.7543966
LHS 1140 b,1,2,24.73694
Kepler-151 c,1,2,24.674612
TOI-2202 c,1,2,24.6744
Kepler-470 b,1,1,24.66919569
Kepler-257 d,1,3,24.664551
K2-3 c,1,3,24.646582
Kepler-738 b,1,1,24.58721573
Kepler-261 c,1,2,24.570858
Kepler-657 b,1,1,24.54350418
Kepler-1551 b,1,1,24.4973698
HD 7924 d,1,3,24.451
GJ 338 B b,2,1,24.45
Kepler-1337 b,1,1,24.4002549
HD 152843 c,1,2,24.38
K2-233 d,1,3,24.3645
HD 192263 b,1,1,24.3556
Kepler-1129 b,1,2,24.3397804
Kepler-1249 b,1,1,24.3347127
GJ 180 c,1,3,24.329
Kepler-606 b,1,1,24.31575992
Kepler-338 c,1,4,24.310856
Kepler-519 b,2,1,24.3078946
TOI-1231 b,1,1,24.245586
Kepler-354 d,1,3,24.209842
Kepler-1176 b,1,1,24.1738579
GJ 685 b,1,1,24.16
K2-72 e,1,4,24.158868
V1298 Tau b,1,4,24.1396
Kepler-333 c,2,2,24.08821
Kepler-1140 b,1,1,24.0862707
Kepler-106 d,1,4,23.9802
Kepler-236 c,1,2,23.968127
Kepler-1423 b,1,1,23.955378
Kepler-1137 b,1,1,23.9210791
Kepler-1432 b,1,1,23.9109011
Kepler-1069 b,1,1,23.8990296
Kepler-346 c,1,2,23.851549
Kepler-600 b,1,1,23.67517607
Kepler-104 c,2,3,23.668205
Kepler-238 e,1,5,23.654
Kepler-199 b,1,2,23.637604
Kepler-1619 b,1,1,23.6225913
Kepler-711 b,1,1,23.58914398
Kepler-811 b,1,1,23.58447697
Kepler-1115 b,1,1,23.5540725
Kepler-1279 b,1,1,23.4774101
Kepler-635 b,1,1,23.44971004
Kepler-206 d,1,3,23.44281
Kepler-1511 b,1,1,23.2382792
EPIC 212587672 c,1,2,23.228555
Kepler-343 c,1,2,23.22182
Kepler-637 b,1,1,23.20584623
Kepler-1336 b,1,2,23.198681
Kepler-1088 b,1,1,23.12748644
Kepler-138 d,1,3,23.0881
K2-331 c,1,2,22.996591
Kepler-145 b,1,2,22.951
Kepler-298 c,1,3,22.92881
Kepler-1218 b,1,1,22.9221266
K2-58 d,1,3,22.8827
Kepler-340 c,1,2,22.824669
Kepler-128 c,1,2,22.804
Kepler-32 d,1,5,22.7802
K2-201 c,1,2,22.779878
HD 219134 f,1,6,22.717
Kepler-219 c,1,3,22.714613
Kepler-1159 b,1,1,22.70816791
Kepler-11 d,1,6,22.6845
HD 21693 b,1,2,22.6786
K2-183 d,1,3,22.631964
Kepler-384 b,1,2,22.597053
Kepler-1418 b,1,1,22.4764425
Kepler-186 e,1,5,22.407704
Kepler-689 b,1,1,22.36656079
KOI-94 d,2,4,22.342989
KOI-142 c,1,3,22.26492
Kepler-397 b,1,2,22.250949
Kepler-640 b,1,1,22.24813967
Kepler-1300 b,1,1,22.2419092
Kepler-521 b,1,1,22.20813214
Kepler-563 b,1,1,22.18432708
Kepler-573 b,1,1,22.18329658
Kepler-1480 b,2,1,22.12679948
Kepler-993 b,1,1,22.08557563
Kepler-1677 b,1,1,22.064
Kepler-871 b,1,1,22.0459018
HD 6434 b,1,1,21.998
Kepler-344 b,1,2,21.963945
Kepler-126 c,1,3,21.869741
Kepler-1469 b,1,1,21.8635301
Kepler-262 c,1,2,21.853722
Kepler-692 b,1,1,21.81293494
Kepler-726 b,1,1,21.80451088
Kepler-167 d,2,4,21.803855
GJ 887 c,1,2,21.789
Kepler-33 d,1,5,21.77596
K2-125 b,1,1,21.750264
Kepler-662 b,1,1,21.67697486
Kepler-122 d,1,5,21.587475
K2-190 c,1,2,21.574023
Kepler-295 c,1,3,21.526258
Kepler-544 b,1,1,21.41616926
Kepler-56 c,1,3,21.40239
HD 63935 c,1,2,21.4023
Kepler-651 b,1,1,21.38521506
Kepler-870 b,1,1,21.3587621
Kepler-163 c,1,2,21.347262
Kepler-37 c,1,4,21.302
Kepler-596 b,1,1,21.30022655
Kepler-192 c,1,3,21.2234
Kepler-109 c,1,2,21.2227
Kepler-593 b,1,1,21.21708973
HD 17156 b,1,1,21.21663
K2-336 b,1,1,21.194733
KOI-3503 b,1,2,21.185
EPIC 211822797 b,1,1,21.1701963
Kepler-1050 c,1,2,21.1284569
Kepler-1644 b,1,1,21.0907758
Kepler-39 b,1,1,21.08721
K2-244 b,1,1,21.06884
HD 106315 c,1,2,21.05704
Kepler-603 b,1,3,21.05358596
K2-356 b,1,1,21.0267366
Kepler-712 b,1,2,21.02247699
Kepler-54 d,1,3,20.995694
Kepler-1388 d,1,4,20.9568158
Kepler-1568 b,1,1,20.925392
K2-24 b,1,2,20.88977
Kepler-31 b,1,3,20.8613
Kepler-81 d,1,3,20.837846
Kepler-733 b,1,1,20.83424726
Kepler-292 f,1,5,20.834237
HD 102117 b,1,1,20.8133
Kepler-458 c,1,2,20.74028413
Kepler-196 b,1,2,20.739886
Kepler-185 c,1,2,20.729042
TOI-178 g,1,6,20.7095
Kepler-1508 b,1,1,20.7056504
K2-59 b,1,2,20.6921
Kepler-182 c,1,2,20.684342
Kepler-336 d,1,3,20.678772
